idigbio:etag,dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
743f0f3f2ee0b3792502afc26158893e06a1e73f,urn:catalog:mo:tropicos:3376560,senecio,senecio hieronymi,8,11,1991,312
5dddcf6bae4e6452af56dc9b2a09ed93fcd11068,http://n2t.net/ark:/65665/31cb96e27-bcc6-488c-bae8-eeb85d4d7289,senecio,senecio hieronymi,8,11,1991,312
914100a52f3e18ee1622c40aea78449c73cbbe89,urn:catalog:mo:tropicos:100564615,senecio,senecio hieronymi,11,9,1993,254
7dc5a81220a6b8f20f288ead03dc3c2e98ec4d2e,http://n2t.net/ark:/65665/3cccc3e28-0f50-4229-ad72-f9db6bd3dc2d,senecio,senecio hieronymi,11,9,1993,254
d95a926423ce992b2bb018d1fb5bbc5512911a05,urn:catalog:mo:tropicos:3460884,senecio,senecio hieronymi,6,9,2005,249
3591fa71cf7aa115a402592fb234e5771a08b926,urn:catalog:mo:tropicos:3366131,senecio,senecio hieronymi,5,10,2005,278
6cf7bc71b0371a53abb60a92753e1cf7e6866261,s:vascularplants:s18-27103,senecio,senecio hieronymi,11,6,1966,162
7d3e5c2856f94b0f95b42e89ac90c10926233f42,s:vascularplants:s18-23531,senecio,senecio hieronymi,2,10,1983,275
4af1f1bf14980d2f6f754042e24afcdf6624d7fa,s:vascularplants:s18-27081,senecio,senecio hieronymi,9,11,1993,313
1f5dd5f9f68c08fe19b1b66727d09b469f617407,http://n2t.net/ark:/65665/36c5c6363-8962-4983-a1b9-febd7b933ddb,senecio,senecio hieronymi,12,1,1985,12
3af8e10474fe700879e07ca90c17a32612d8fc87,https://data.biodiversitydata.nl/naturalis/specimen/u.1143251,senecio,senecio hohenakeri,26,4,1950,116
ae31051ee097ea844fd6717a7a272bc5ae59e3f9,https://data.biodiversitydata.nl/naturalis/specimen/u.1143250,senecio,senecio hohenakeri,21,10,1984,295
0f66872dcd42d250c9b72a0e96c09a5b3180f736,urn:catalog:mo:tropicos:596565,senecio,senecio hohenakeri,21,10,1984,295
7798bbdb2b198617f4d330fdd1fe0132659163e5,bra:mbm:mbm:127613,senecio,senecio hohenakeri,21,10,1984,295
38ff97c000bbda78b0873bacf294e52b1539deba,urn:catalog:mo:tropicos:597325,senecio,senecio hohenakeri,18,2,1980,49
67dea4df5b0eeab14ad306e6b8dada3691bc6ad2,urn:catalog:mo:tropicos:2279951,senecio,senecio hohenakeri,18,2,1980,49
ed47063cbbcd64b93d29de7e19e21539a54f2b39,http://n2t.net/ark:/65665/32084142f-03de-4b66-bbd4-e0e9efa96f9a,senecio,senecio hohenakeri,18,2,1980,49
5dc9acdecfa0313edb3907104e11ad38794881ae,http://n2t.net/ark:/65665/3abd73b5e-1743-4e3c-8310-a2d16948c18c,senecio,senecio hohenakeri,18,2,1980,49
de99d80bc44e70a3da0019d1b49a677b2dfbc883,urn:catalog:mo:tropicos:3555893,senecio,senecio hohenakeri,16,4,2008,107
87584daf8e10e8ba8bc059c85e1b0d1b236165d1,urn:catalog:mo:tropicos:100227159,senecio,senecio hohenakeri,16,4,2009,106
8114cb7f3878fd5ddcbcafce8aa21d9f16db54a7,urn:catalog:mo:tropicos:2714583,senecio,senecio hohenakeri,19,6,2005,170
bf547ebe924aa2ef3849cadbdb5e988a72b5cf73,http://n2t.net/ark:/65665/3f28dda4c-35f6-4391-87e2-6bd86d1fe1db,senecio,senecio hohenakeri,24,8,2006,236
f2739932140fc844bc23eda58f06f76a006b57d9,http://n2t.net/ark:/65665/345c4118f-6a29-4b28-a7ba-987ea0bf971d,senecio,senecio hohenakeri,5,11,1982,309
2adf0032b191b872a44ae25fce470746fc244d05,urn:catalog:mo:tropicos:584883,senecio,senecio hohenakeri,11,12,1988,346
b205f0b76feb4240539dcbd727c1943ba396d586,urn:catalog:mo:tropicos:1860563,senecio,senecio hohenakeri,11,12,1988,346
ffb6cb5ca09ed69759d3613bfea75f62f3283637,urn:catalog:mo:tropicos:1762568,senecio,senecio hohenakeri,10,1,1997,10
ecf206cbc621192cd2ff34318bdb7d86d103ad88,http://n2t.net/ark:/65665/31f0a4f91-ace6-40c4-a739-0e045a5bd665,senecio,senecio hohenakeri,5,2,2004,36
cda36ea85755f37986daf9ceba3a8f4144b89ebd,http://n2t.net/ark:/65665/365bf5b0d-d1f8-4953-97de-fa68784de13b,senecio,senecio hohenakeri,4,10,2004,278
9cade478a804b89bacbdcb69dba3177297ef4b8a,urn:catalog:mo:tropicos:100168996,senecio,senecio hohenakeri,6,7,2008,188
63822917c519e872d4e515e17a21701e67f00202,urn:catalog:mo:tropicos:100223521,senecio,senecio hohenakeri,6,7,2008,188
d07d5afa40249a58f5686ff627e6a34971dc3987,urn:catalog:mo:tropicos:100178650,senecio,senecio hohenakeri,4,11,2008,309
91778f7f3bf8121fe12af2bdc059e35a35d33c22,urn:catalog:mo:tropicos:100178715,senecio,senecio hohenakeri,4,12,2008,339
90f31f57e8f9519a23be8d8b0406176885cf0667,urn:catalog:mo:tropicos:100218587,senecio,senecio hohenakeri,4,6,2009,155
aa2320b5795e136a17c28b42fff522862c0ffd3b,s:vascularplants:s18-27285,senecio,senecio hohenakeri,12,7,1858,193
4d99fb629b1bd41cbd3f18a2cbced8040f1a5f51,urn:catalog:mo:tropicos:100417532,senecio,senecio hohenakeri,8,7,1858,189
94bc1316a74b39b59d3eff7bc23d5340f80288a0,urn:catalog:mo:tropicos:2401930,senecio,senecio hualtata,1,8,1902,213
43179d716756cde0efd42b30f67f04da32da94dd,http://herbarium.bgbm.org/object/b100641750,senecio,senecio humillimus,15,2,1988,46
e231b1ad6dd502bee9efdb29063301871bb4c17d,3b05fd49-64ce-4924-aa13-62bb885b2a02,senecio,senecio humillimus,22,4,1860,113
d818538cba7428ba163fdaa4925b91b821a4932c,a5668778-8459-4957-a546-3d58af40ad9b,senecio,senecio humillimus,21,5,1860,142
d7e385d2b836bdb2b0e2ea0e1e20f4eb9f645918,urn:catalog:mo:tropicos:2279954,senecio,senecio humillimus,28,11,1876,333
a79a0c3fb42a0303dd8a15b6b749d94e886cf211,s:vascularplants:s18-27268,senecio,senecio humillimus,27,3,1904,87
f65c1b48dd0e2dcb5b7e59998d06bda0d91c2023,https://data.biodiversitydata.nl/naturalis/specimen/u.1143252,senecio,senecio humillimus,27,3,1904,87
7f84a9b00df42a29692accc25401a8feae060692,https://data.biodiversitydata.nl/naturalis/specimen/l.3674474,senecio,senecio humillimus,27,3,1904,87
eb02849c43dd187cb6903c892cb9f6ea18a28d71,s:vascularplants:s06-3031,senecio,senecio humillimus,24,9,1920,268
eef9f72fbc4c055e38ba0288fdeba7d739f9b472,s:vascularplants:s06-3030,senecio,senecio humillimus,24,9,1920,268
f3f6eb20e68cfe23d37745b14b4085bbc7f83817,s:vascularplants:s06-3032,senecio,senecio humillimus,25,10,1920,299
4c242933a19ebf34e305637aca2510d13c4dec8c,s:vascularplants:s06-3029,senecio,senecio humillimus,21,12,1920,356
bdd5b7dbad0ea835926cf6444f6b5e2b1c6dd5f9,s:vascularplants:s06-3028,senecio,senecio humillimus,21,12,1920,356
0a72a42b2001798b507e6ee1eb706c50e2452d6c,e1801c66-c3a5-43f4-9528-d628b71f9107,senecio,senecio humillimus,19,11,1942,323
a67644954b7a3e16544bfdf34fdba0fc10d7aa57,7aed2ae5-f32c-406c-85b4-c2607064c50e,senecio,senecio humillimus,26,5,1990,146
1ac927de54dab7a587985ba6553e0ec93166883f,s:vascularplants:s18-27267,senecio,senecio humillimus,18,3,1992,78
e04820e5f0ba64a98bbd2d26d8cd8ef05de515b2,http://n2t.net/ark:/65665/3ffcd09d8-036f-4377-87e0-ed876dfa2af4,senecio,senecio humillimus,15,12,1994,349
f923dc188deeefd96b77789555e7eefb792048ad,http://n2t.net/ark:/65665/3ddb767b9-8f9a-4c5b-8d21-cb9e77f3052e,senecio,senecio humillimus,25,11,1979,329
fc162cb900701770549b8f83c0a4936590a57b67,http://n2t.net/ark:/65665/3a535b8f5-d02e-4cc6-809d-074dc1301844,senecio,senecio humillimus,29,1,1986,29
7ff40dc3a7fd7a85cf9d0376b56137e24e655895,http://n2t.net/ark:/65665/321e621c4-68aa-4f79-9b0e-0abd3d2c4264,senecio,senecio humillimus,25,1,1978,25
ac51dd6d12395ec9dc710d33a123c7bd45685f9a,urn:catalog:mo:tropicos:3381216,senecio,senecio humillimus,29,1,1978,29
ea2c51fe7d84e2aa7be90cbff0501874a378ffc9,http://n2t.net/ark:/65665/3ed982bba-1c47-49f3-bb48-1807eebe737c,senecio,senecio humillimus,29,1,1978,29
d98b5dbc7920b55b68f9fcd640c3822ae95ce976,urn:catalog:mo:tropicos:3378567,senecio,senecio humillimus,15,11,1982,319
e8ec5a46740fe05ea78efc08a1c7731d5c65abaa,http://n2t.net/ark:/65665/3c48a18c3-b9fe-4c80-9310-3e3970f06096,senecio,senecio humillimus,19,11,1942,323
d936c3772006dfed6c49253c124f944cb644427e,urn:catalog:mo:tropicos:569414,senecio,senecio humillimus,24,11,1984,329
ca2b68e6e36bfd06ec21478686c2aa4d4af6a63c,http://n2t.net/ark:/65665/3c7b48846-985a-40b5-bb56-f167278c7980,senecio,senecio humillimus,16,2,1979,47
69f34ee3f330c88e72cc1373e5b1ab772bcf4abb,urn:catalog:mo:tropicos:596627,senecio,senecio humillimus,18,2,1980,49
f8028b577ab7140af8c0e0a4c479b66714279b84,http://n2t.net/ark:/65665/34d1481e2-edbe-4936-a885-186bd1e6d20b,senecio,senecio humillimus,18,2,1996,49
62f35a3cebe4803f5fcfc92385ea52b90482e912,urn:catalog:mo:tropicos:3376749,senecio,senecio humillimus,19,2,1974,50
a6ad7a3cf7259befdfa5cf8098cb3a4c4d73d1aa,http://n2t.net/ark:/65665/3b29fcf56-73e5-43c0-872a-51393acee5ff,senecio,senecio humillimus,18,3,1984,78
3ebf8f27eae1432d5761d88b6b39bd042bb97045,http://n2t.net/ark:/65665/3ff7f397a-5758-4c9c-95b0-bd4a23526cad,senecio,senecio humillimus,21,3,1984,81
c185ae897f8b9f15adb7ec357d28e51a77575772,urn:catalog:mo:tropicos:100417560,senecio,senecio humillimus,27,3,1904,87
5c0d08cbbe188b1c1278956f2814f1cbaf61df36,http://n2t.net/ark:/65665/3158a94b6-2495-4d87-806e-efecf691fa2b,senecio,senecio humillimus,27,3,1904,87
33673bfbccf79adc45cbc86981dc2b5a236395df,http://n2t.net/ark:/65665/329006053-028c-40de-abca-d360c0067567,senecio,senecio humillimus,24,4,1988,115
fd9ec69ea25dad0e40e6f0d5ca4183f219549e03,http://n2t.net/ark:/65665/38c367b0c-455d-4d7d-9c07-5b0e9d4f8071,senecio,senecio humillimus,28,4,1921,118
8a2fda28bd7ba90caf9b20194245a43f9fbc678c,urn:catalog:mo:tropicos:100417556,senecio,senecio humillimus,3,8,1910,215
31011f5301434af4b1dd9a35db63bc0ae8a6ad11,urn:catalog:mo:tropicos:100419512,senecio,senecio humillimus,5,8,1911,217
910ae7ed494cc34a5dc485b23a62ea88a380171e,urn:catalog:mo:tropicos:100417568,senecio,senecio humillimus,10,8,1911,222
3fa05e5a107812f53ccfd0f4c11b6ecc35c2929f,urn:catalog:mo:tropicos:3378253,senecio,senecio humillimus,8,8,1912,221
67c51ffccf4b680481817ab68cdf33f51e072456,urn:catalog:mo:tropicos:3378275,senecio,senecio humillimus,11,8,1913,223
043e40c575601cc1f94a518a1f394b5968a7464d,urn:catalog:mo:tropicos:100417566,senecio,senecio humillimus,3,8,1932,216
ef52ac57953a8e558352b93af652d0a4a15cf09c,urn:catalog:mo:tropicos:3377366,senecio,senecio humillimus,8,8,1934,220
186ad8325ff594a610d857e1ff6c7f98687ee3e3,urn:catalog:mo:tropicos:3378210,senecio,senecio humillimus,8,8,1934,220
196c374bc40235cd3010b86f545088903e3edacf,urn:catalog:mo:tropicos:100417563,senecio,senecio humillimus,5,8,1936,218
116936b9d093e189264c663d1395da6cece275b1,urn:catalog:mo:tropicos:3381031,senecio,senecio humillimus,8,8,1966,220
06c6ddb2f2b2b0b5b6fb23a80403d7859153fa17,urn:catalog:mo:tropicos:3376159,senecio,senecio humillimus,2,1,1978,2
78b9c51f74d51e4ae4585f5c7bbeb24b5f9a2e65,http://n2t.net/ark:/65665/3d634f570-14e5-408b-853e-aba3cb4a4eaa,senecio,senecio humillimus,2,1,1978,2
e99d22de8fa532515d9dcaeed05e35d2e45330e8,urn:catalog:mo:tropicos:3381092,senecio,senecio humillimus,2,2,1978,33
520441701dde5e5a962855ea80abbbdefd67074a,http://n2t.net/ark:/65665/3d0cb5e36-2908-449d-8bc1-431e33b931bf,senecio,senecio humillimus,2,2,1978,33
41b218782351256fd2f32e24e7e6c0993b52cba7,urn:catalog:mo:tropicos:1855024,senecio,senecio humillimus,3,6,1980,155
3fe8b9f709f188392742e2c18ba2363aa51920bf,urn:catalog:mo:tropicos:3376450,senecio,senecio humillimus,8,8,1984,221
ba0c0186ce79b5324c552294ea4d8c340da07b96,urn:catalog:mo:tropicos:594103,senecio,senecio humillimus,2,11,1984,307
4caa516d499ddcbf314b55c0f273da7f7b0290be,http://n2t.net/ark:/65665/3e1636e29-d775-4b72-ae1e-3d7605de7219,senecio,senecio humillimus,2,2,1988,33
bd8fc03b3f3726356fc9c7fa3034f0476f34ccc9,urn:catalog:mo:tropicos:1762503,senecio,senecio humillimus,10,1,1997,10
db21b65088df5c4a41bf1307d2155829429d89aa,s:vascularplants:s18-27266,senecio,senecio humillimus,3,12,1858,337
2d2c57a2d193bb430fda7aa1b4bbc4308efa3f8a,urn:catalog:mo:tropicos:100417551,senecio,senecio humillimus,8,1,1860,8
e8fe5b0e6f43dbfc25d3a56a14b77ad9e3bb81ba,urn:catalog:mo:tropicos:100417538,senecio,senecio humillimus,8,4,1860,99
0211bd9e11963d136a1cab965736baba41a3b775,urn:catalog:mo:tropicos:100419507,senecio,senecio humillimus,12,7,1863,193
c196f15c94fad0b3990d49abe78140d1782598b3,b7543624-d16f-48d6-88ad-5fb887e9e94d,senecio,senecio humillimus,8,11,1876,313
491649107edd69c10299bf2adb660165e098fff4,urn:catalog:mo:tropicos:2706422,senecio,senecio humillimus,8,11,1876,313
8229a8fd736eabef0c9576cb6bdf1e19a3fe9086,https://data.biodiversitydata.nl/naturalis/specimen/l.3674475,senecio,senecio humillimus,1,3,1910,60
e3e55bf282439d26aeea8f636135f031cb8ac2fb,https://data.biodiversitydata.nl/naturalis/specimen/l.3658879,senecio,senecio humillimus,1,5,1911,121
d8482c0614d50867f9b0c8ae533b0d7d31788ebf,https://data.biodiversitydata.nl/naturalis/specimen/l.3674473,senecio,senecio humillimus,1,10,1911,274
f6b7d1e90a3b874da21ba22801982c9980dada0a,s:vascularplants:s18-27265,senecio,senecio humillimus,10,10,1911,283
64f115c31cb4cba58effa9f8de9a126822ca5078,s:vascularplants:s18-27271,senecio,senecio humillimus,5,3,1934,64
61690775c3d8d001d24cebf2077fa105f683b0de,s:vascularplants:s18-27272,senecio,senecio humillimus,3,4,1934,93
416f029928c99a24d98057bff5285c91f546abc1,97706f8f-3b8c-47ba-8e5b-157566bb4c95,senecio,senecio humillimus,11,2,1984,42
f8b76c56ace7ad73e29b85e0468208644f47c3c9,af2291ff-ce4b-484e-8561-1457e38379dd,senecio,senecio humillimus,6,8,1995,218
1957d3d7b54c18f5c93d7927d88285f7c6272c30,http://n2t.net/ark:/65665/3a2e5bd1d-77c0-4e90-b579-6f47f34c3c57,senecio,senecio humillimus,11,3,1986,70
9b0312a69f8695fd522222c8239b77a51fa21ee6,s:vascularplants:s18-27802,senecio,senecio jarae,20,4,1979,110
16b0e7267be286da56e426d1eff0d82ae1cce87b,http://herbarium.bgbm.org/object/b100642557,senecio,senecio jarae,23,3,1986,82
8f2df5715676938d08e4e2be58715edb4c3feac9,http://n2t.net/ark:/65665/3aba375a9-71d8-43d4-bdf7-3054f1c74d4f,senecio,senecio jarae,20,3,1982,79
60d3a7884ea87d14cd8a181b2684f5627d475ea1,http://n2t.net/ark:/65665/30e66a2a1-4d3e-4867-8cfd-3a72298627ac,senecio,senecio jarae,20,3,1982,79
60fb57288186e7b8c3b39963e0f018866a283409,http://n2t.net/ark:/65665/3c858ab6b-8dd2-4722-872f-70c0b5b1b5fe,senecio,senecio jarae,20,4,1979,110
4a9c517e3cb66feae77ecafba27dc3c63022e2da,urn:catalog:mo:tropicos:590959,senecio,senecio jarae,25,10,1983,298
91172bb647290f984208418f6e744657ab00844a,urn:catalog:mo:tropicos:2279967,senecio,senecio jarae,16,12,1989,350
17aae2b8ff882c4a11cc6b1c37629957c641b570,http://n2t.net/ark:/65665/321b0e5bb-8041-4e2d-9629-40d5094571fc,senecio,senecio jarae,16,12,1989,350
8da25169a65f4052008559375f33d08d7386aee7,urn:catalog:mo:tropicos:100683616,senecio,senecio jarae,28,4,2006,118
4533302f6c175d4c78ff22197d1bcae3e1508eab,http://n2t.net/ark:/65665/331152aae-16ea-484c-832c-e812b9c13d2a,senecio,senecio jarae,2,10,1996,276
04a2c5f4ae571196465d09051cdca87925e3ab0c,s:vascularplants:s18-27799,senecio,senecio jarae,3,2,1904,34
a0df27dd40c432462bda770d044ac97255c272b6,https://data.biodiversitydata.nl/naturalis/specimen/u.1143256,senecio,senecio jarae,2,3,1904,62
5c884d4bde02cab0880e82bd9dd4058450137e03,http://n2t.net/ark:/65665/3b8f78c7c-ef01-439b-8a11-ac6d844d6657,senecio,senecio jarae,1,4,1958,91
9d9192a013875aebdbdbe2b2ea57c7e0e4e6d861,urn:catalog:mo:tropicos:101224167,senecio,senecio jujuyensis,3,6,2012,155
8e3eff097e8816aa883c8a9ea2869df01dc7952d,urn:catalog:mo:tropicos:2279972,senecio,senecio kosterae,18,4,1911,108
ecf75dffe1786ac80aa5042ccf3b948d62e56d98,http://n2t.net/ark:/65665/3dc5b62cc-6b19-4b15-9bab-629ed4507613,senecio,senecio kosterae,22,4,1932,113
cdf9b663c4388d26a5e1cd96e83ae0739dd6c694,urn:catalog:mo:tropicos:583425,senecio,senecio kosterae,4,8,1991,216
4203c500b8b385a3568aab24a0440decb12dce70,s:vascularplants:s-r-5708,senecio,senecio kosterae,8,4,1911,98
3520d10f856e9f2976afe72175b307d373229be4,http://specimens.kew.org/herbarium/k000497806,senecio,senecio larecajensis,6,9,1860,250
02a5dd6af5058a993b2977eba333f357f2e31af9,urn:catalog:mo:tropicos:2279974,senecio,senecio larecajensis,6,11,1860,311
0ec5f68aa9391dd45b1202a6cc79b0f200df8cc7,urn:catalog:mo:tropicos:2279976,senecio,senecio leuceria,28,4,1911,118
5e436202a4a1e53a3ced5bdd6c5cdcde694c34ac,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200002283,senecio,senecio leuceria,1,4,1911,91
6ec12d58589aa85d9ec64197161b51fdb42d51f8,s:vascularplants:s18-28785,senecio,senecio loayzanus,27,6,1983,178
0201e13a6e614b8ea031ba3016e4f3f80e517e6e,urn:catalog:mo:tropicos:1356263,senecio,senecio loayzanus,18,1,1981,18
3521c84ff637329517445acf470ec02dcee989a9,urn:catalog:mo:tropicos:566352,senecio,senecio loayzanus,24,2,1980,55
f105399306d02e8b04a7fdd7ac7c66fd191a87ea,http://n2t.net/ark:/65665/3d3efba38-ff80-4fc4-a510-bdd9cb917325,senecio,senecio loayzanus,27,6,1983,178
f57a9fa96b9beb07258cfd5b4eb4f95e258d9eac,https://data.biodiversitydata.nl/naturalis/specimen/u.1143279,senecio,senecio longilinguae,22,8,1988,235
13510a55f6de6aec5f9a4252ed9c21f9986790c5,urn:catalog:mo:tropicos:567768,senecio,senecio longilinguae,23,10,1985,296
403b17daa0f0e33c2ba2b8e2249ed402a520e7b4,urn:catalog:mo:tropicos:583281,senecio,senecio longilinguae,22,8,1988,235
b8ba1353a3a71a64a6e53e5c65d1633de92aac18,urn:catalog:mo:tropicos:594944,senecio,senecio longilinguae,26,8,1983,238
d188e466581a03557f6717023e63edd082d9563c,a043bd24-eae3-4c18-8a7c-cb179f8823fd,senecio,senecio longilinguae,10,8,1931,222
b97c31ace534b9a6191ff6cef9ca35370c4da23a,urn:catalog:mo:tropicos:567625,senecio,senecio longilinguae,8,10,1981,281
68cc7e2f3e8a9fae67008f993b564d2e25f12295,urn:catalog:mo:tropicos:589412,senecio,senecio longilinguae,3,3,1983,62
293c91e1c660f02bf8086a9c82cabaa66d6db45b,urn:catalog:mo:tropicos:582782,senecio,senecio longilinguae,9,3,1991,68
f91f0b3b40d2a59c8a3a42e67da583d1f2732ede,urn:catalog:mo:tropicos:3368075,senecio,senecio lorentzii,22,9,2003,265
0512de8f9b337da8a58b880a5f601e994a8b4b3b,urn:catalog:mo:tropicos:2280000,senecio,senecio lorentzii,5,7,1988,187
8e9127738d59dbc6af77260a423a9937d1046895,http://n2t.net/ark:/65665/3e39ea0a6-e892-4d14-99aa-349ef3ddfa32,senecio,senecio lorentzii,5,7,1988,187
931c7c9eef56b34d7d0efeb2df2558b68f031e6d,urn:catalog:mo:tropicos:2402050,senecio,senecio melanolepis,1,6,1902,152
31262095739348819f476415f588be188ff1a999,urn:catalog:mo:tropicos:2280002,senecio,senecio mikanioides,26,6,1985,177
162cfbbd4d33e90e6583f042f5210ba3b604d812,https://data.biodiversitydata.nl/naturalis/specimen/u.1142755,senecio,senecio miser,10,1,1930,10
5847065d2928b1a481b8dd2ff8135a74a980c16f,https://data.biodiversitydata.nl/naturalis/specimen/u.1143292,senecio,senecio modestus,25,4,1987,115
92fd5d9f2f7769fb7fb2b553aa953601b0f08b8f,urn:catalog:mo:tropicos:565579,senecio,senecio modestus,23,2,1980,54
ab19394019f2591ac72453c19d5b59c83b6e65d2,urn:catalog:mo:tropicos:565867,senecio,senecio modestus,15,3,1984,75
6a9ed292233cee732d96ed1cf09865fa5c7a0613,urn:catalog:mo:tropicos:2280004,senecio,senecio modestus,29,3,1993,88
f1c2612fed0a8ec18e08c4482ddb896b2dec8c29,urn:catalog:mo:tropicos:2952848,senecio,senecio modestus,16,4,2006,106
bb4f901535e752018ecde1305ebc72b563c662bc,urn:catalog:mo:tropicos:592828,senecio,senecio modestus,25,4,1987,115
614f083059f10f621a9ac4d00f29a7f3fb2cedcf,urn:catalog:mo:tropicos:592848,senecio,senecio modestus,25,4,1987,115
e1cbe8cab8187b60dbccafe1dfa833f21aa262ec,urn:catalog:mo:tropicos:3376626,senecio,senecio modestus,30,4,1926,120
86c6f302b1f12da7b7031dad2a37ae31bfb2d6bd,urn:catalog:mo:tropicos:570026,senecio,senecio modestus,19,5,1985,139
13c9c1af805d53002e914d75ef1c6fc527c26455,urn:catalog:mo:tropicos:592808,senecio,senecio modestus,15,9,1984,259
3579f742f2121ef154fe2eab5f837aee2ef4a35c,urn:catalog:mo:tropicos:100419044,senecio,senecio modestus,9,9,1901,252
970e352373ddf0d32c0612f9c0c4170389cbdf0e,urn:catalog:mo:tropicos:3382510,senecio,senecio modestus,3,1,1926,3
4825dfb7fb4cdadfd57aef09c0f4852d680a1c9e,urn:catalog:mo:tropicos:599277,senecio,senecio modestus,4,5,1965,124
d9bb4d7fda95e7bb84a1abe52673f0a473aaeb87,urn:catalog:mo:tropicos:1854984,senecio,senecio modestus,3,6,1980,155
8afd51ae5d19fdd1c0b286853d6ad40af3afcdcd,urn:catalog:mo:tropicos:3376918,senecio,senecio modestus,3,8,1982,215
97ce2dd9796fe19788051419dae41bcf7cd82393,urn:catalog:mo:tropicos:100168441,senecio,senecio modestus,6,7,2008,188
a49baf628bd5a74836bb7df2e10519e806e84b90,urn:catalog:mo:tropicos:3495969,senecio,senecio modestus,4,9,2008,248
5c4efa7058d100e0390cdc632895499265401170,urn:catalog:mo:tropicos:100532823,senecio,senecio modestus,4,9,2009,247
98dcef5444ed2fdb48817cfe616ec9d850685bdb,urn:catalog:mo:tropicos:2280006,senecio,senecio modestus,8,8,1826,220
adc1f2f94479e4a6f7d37731f1fc2c1607c3207c,urn:catalog:mo:tropicos:3383237,senecio,senecio modestus,8,8,1891,220
dcc4cca8abca9252f3df35b9d9923fe3c8d58257,urn:catalog:mo:tropicos:101224383,senecio,senecio moqueguensis,26,2,2016,57
30c607d5e487860e4cc9b014cd3b37ea360c10ac,8319836a-4f60-46a4-b2f1-d054709638d1,senecio,senecio multinervis,23,7,1858,204
e30d312dce603db6440908a363163020d174a58a,07e64d38-0974-4ae2-9725-58865d3f14ca,senecio,senecio multinervis,23,9,1858,266
a88424dabd132bab0584bb6785f6632461904c29,5a5c43bd-b1cb-41d1-9761-1a091fba72a2,senecio,senecio multinervis,23,9,1858,266
29a39598033467b77d28d46ea9ba16ece53e902c,http://n2t.net/ark:/65665/3ab5339d6-a9e0-4cf1-adfa-808e6702387f,senecio,senecio multinervis,23,2,1859,54
a7ef7ed64db7cfbd69aeb6bf9746b3c441ba1e5d,5b62c8b9-bcba-4523-80ee-690bfeb3e424,senecio,senecio multinervis,23,9,1859,266
b3132686824d12874e3602d3a1917fd5f66a2b2f,https://data.biodiversitydata.nl/naturalis/specimen/u.1143294,senecio,senecio multinervis,23,10,1928,297
8e24de797f9c1d7b3b07e39bb3b22e2e46661707,urn:catalog:mo:tropicos:581027,senecio,senecio multinervis,16,11,1988,321
726cf67627437e6bee8585d8db7e548d1fcc4ef3,urn:catalog:mo:tropicos:1862568,senecio,senecio multinervis,16,11,1988,321
1a2fab7a27836f354d151a328cb53e8061dda885,http://n2t.net/ark:/65665/3b1035753-0c99-4152-9478-fa8ea5b71536,senecio,senecio multinervis,15,8,1991,227
ddb677f9cbebfc9287c943b15e75accf74d64254,urn:catalog:mo:tropicos:593399,senecio,senecio multinervis,16,9,1984,260
435d8e4c94b0835b395265fb82b32f6ab7b4d056,462a3a96-221a-499e-9445-d48a58bc3cbc,senecio,senecio multinervis,11,8,1910,223
148406347fcb86b9ec041dca392acd10ce4ab5cc,3b655abb-155e-4404-8dfc-7189fed1a265,senecio,senecio multinervis,11,8,1910,223
816b954b85d0f1d812e25952c3da71c93b7cc0d4,urn:catalog:mo:tropicos:566984,senecio,senecio multinervis,8,10,1981,281
8fc805aace6278bde7b12c2acc6338b9a714fd7d,urn:catalog:mo:tropicos:582762,senecio,senecio multinervis,8,11,1988,313
7b60c87573c4acd5bdae1ce4ae48f739138f27cb,http://n2t.net/ark:/65665/38a6ac8a3-b130-4ef1-8da7-6aea19d43740,senecio,senecio multinervis,1,11,1910,305
29497adadaf4c9c2a7f6d3aa787ef42301eb6a2a,http://n2t.net/ark:/65665/32f58ecee-649b-4dc5-aab0-67df40aae900,senecio,senecio multinervis,1,11,1910,305
2fa2837d7dd93a9a5c1fdfa638dba64c30dbbc76,http://n2t.net/ark:/65665/3d18a94dd-cf59-4de6-9f54-bdbb840cc10b,senecio,senecio multinervis,1,9,1894,244
d88b0dc31245b80100b823d87fb90ea80d3d6ac3,http://n2t.net/ark:/65665/316098f7f-73ed-446e-94c6-2cc5cc081d02,senecio,senecio multinervis,1,9,1894,244
9c9e5e648145af4d6b1f3547bd4b86f8a39b0830,3867b0c1-da96-43f7-910a-b9035b6fd1d8,senecio,senecio multinervis,9,8,1858,221
bc214023270ac4cbdd96e9f55373987802289e27,a99bd1ac-c8b6-44a5-8e8d-ab5dd9106cb7,senecio,senecio multinervis,7,9,1894,250
d1804780a176b940a4c6f74691f00a727d8408e7,http://n2t.net/ark:/65665/31a7d2b95-d4db-4fdd-951c-13736c8ad5ef,senecio,senecio nutans,15,6,1979,166
8529b6c06637a5cc43786fe3f325216e1c158f52,urn:catalog:mo:tropicos:3380309,senecio,senecio nutans,21,2,1936,52
539c02ca35be28fbdb5fde78ff52a063a1436ebe,urn:catalog:mo:tropicos:100417358,senecio,senecio nutans,10,8,1911,222
