dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day.of.the.year
751264,ed04c055-6842-439b-866a-29bef278c3e5,collector number: 17967,crepidomanes,crepidomanes humile,18,6,1973,169
751266,5116ba6f-c44b-467d-880c-57642342b2e8,collector number: 17976,crepidomanes,crepidomanes humile,18,6,1973,169
751264,ed04c055-6842-439b-866a-29bef278c3e5,collector number: 17967,crepidomanes,crepidomanes humile,18,6,1973,169
751266,5116ba6f-c44b-467d-880c-57642342b2e8,collector number: 17976,crepidomanes,crepidomanes humile,18,6,1973,169
3096365,http://n2t.net/ark:/65665/30c4bda24-08a7-4984-8bc2-c4978f306bac,2216,crepidomanes,crepidomanes humilis,29,12,1981,363
3096365,http://n2t.net/ark:/65665/30c4bda24-08a7-4984-8bc2-c4978f306bac,2216,crepidomanes,crepidomanes humilis,29,12,1981,363
1919632,http://n2t.net/ark:/65665/384071b98-40bb-4716-ad29-f68ac6b77e58,5371,crepidomanes,crepidomanes humilis,18,2,1931,49
1704069,http://n2t.net/ark:/65665/388f818e5-9d74-47b1-9154-96f5284d283c,5371,crepidomanes,crepidomanes humilis,18,2,1931,49
1919632,http://n2t.net/ark:/65665/384071b98-40bb-4716-ad29-f68ac6b77e58,5371,crepidomanes,crepidomanes humilis,18,2,1931,49
1704069,http://n2t.net/ark:/65665/388f818e5-9d74-47b1-9154-96f5284d283c,5371,crepidomanes,crepidomanes humilis,18,2,1931,49
583302,63774a2e-a7c0-4d45-9af5-d704f429d1fb,collector number: 2372,crepidomanes,crepidomanes minutum,18,9,1988,262
514416,92518efd-fdbd-4369-b581-b32dc6c17b7f,collector number: bhg 2460,crepidomanes,crepidomanes minutum,18,9,1988,262
583302,63774a2e-a7c0-4d45-9af5-d704f429d1fb,collector number: 2372,crepidomanes,crepidomanes minutum,18,9,1988,262
514416,92518efd-fdbd-4369-b581-b32dc6c17b7f,collector number: bhg 2460,crepidomanes,crepidomanes minutum,18,9,1988,262
3087295,http://n2t.net/ark:/65665/366e7d0e1-41c2-47b7-b814-688fd723956f,4778,crepidomanes,crepidomanes sp.,8,9,1983,251
3087295,http://n2t.net/ark:/65665/366e7d0e1-41c2-47b7-b814-688fd723956f,4778,crepidomanes,crepidomanes sp.,8,9,1983,251
22355,c6a162a8-6520-4368-b107-5cd9a0689d17,collector number: 2,crinum,crinum asiaticum,14,6,1967,165
760752,6bdda04b-4cb7-46b1-b5a7-6834d225e259,collector number: 2,crinum,crinum asiaticum,14,6,1967,165
22355,c6a162a8-6520-4368-b107-5cd9a0689d17,collector number: 2,crinum,crinum asiaticum,14,6,1967,165
760752,6bdda04b-4cb7-46b1-b5a7-6834d225e259,collector number: 2,crinum,crinum asiaticum,14,6,1967,165
p00691143,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00691143,,crossostylis,crossostylis biflora,18,6,1973,169
p00691143,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00691143,,crossostylis,crossostylis biflora,18,6,1973,169
578666,6d97740b-2e11-4992-a10d-0843ebd58665,collector number: 60960,crossostylis,crossostylis biflora,13,7,1981,194
rsa0142504,fcb6b3ee-8d1e-471f-ab96-be23ad3013c0,60960,crossostylis,crossostylis biflora,13,7,1981,194
578666,6d97740b-2e11-4992-a10d-0843ebd58665,collector number: 60960,crossostylis,crossostylis biflora,13,7,1981,194
rsa0142504,fcb6b3ee-8d1e-471f-ab96-be23ad3013c0,60960,crossostylis,crossostylis biflora,13,7,1981,194
574223,dbcfc771-2654-4db1-aef1-5eeb0018cec8,collector number: 4893,crossostylis,crossostylis biflora,14,8,1983,226
574223,dbcfc771-2654-4db1-aef1-5eeb0018cec8,collector number: 4893,crossostylis,crossostylis biflora,14,8,1983,226
757334,0d9ab301-044d-434b-a118-7957034a9c4a,collector number: 7998,crossostylis,crossostylis biflora,24,10,1986,297
757334,0d9ab301-044d-434b-a118-7957034a9c4a,collector number: 7998,crossostylis,crossostylis biflora,24,10,1986,297
583301,743bad7a-cf23-4b72-a1e4-30f4a52f22a5,collector number: s.n.,crossostylis,crossostylis biflora,18,9,1988,262
583301,743bad7a-cf23-4b72-a1e4-30f4a52f22a5,collector number: s.n.,crossostylis,crossostylis biflora,18,9,1988,262
3143893,http://n2t.net/ark:/65665/314ed0e3f-fc9e-41ac-92de-4d6d61b659df,60960,crossostylis,crossostylis biflora,13,7,1981,194
3293649,http://n2t.net/ark:/65665/36d5cf27c-bd44-4da0-9e2d-88cab8aae97f,60960,crossostylis,crossostylis biflora,13,7,1981,194
3143893,http://n2t.net/ark:/65665/314ed0e3f-fc9e-41ac-92de-4d6d61b659df,60960,crossostylis,crossostylis biflora,13,7,1981,194
3293649,http://n2t.net/ark:/65665/36d5cf27c-bd44-4da0-9e2d-88cab8aae97f,60960,crossostylis,crossostylis biflora,13,7,1981,194
3087347,http://n2t.net/ark:/65665/36bad4437-a0f3-4636-8993-f65e0c47c6b7,4893,crossostylis,crossostylis biflora,14,8,1983,226
3087347,http://n2t.net/ark:/65665/36bad4437-a0f3-4636-8993-f65e0c47c6b7,4893,crossostylis,crossostylis biflora,14,8,1983,226
3143885,http://n2t.net/ark:/65665/33f606169-7f4d-4624-94a0-c6a5c66ce912,2298,crossostylis,crossostylis biflora,7,6,1976,159
3143885,http://n2t.net/ark:/65665/33f606169-7f4d-4624-94a0-c6a5c66ce912,2298,crossostylis,crossostylis biflora,7,6,1976,159
3143883,http://n2t.net/ark:/65665/32564ec95-0dc5-4d49-9ac6-729c3099004c,2587,crossostylis,crossostylis biflora,3,5,1983,123
3143883,http://n2t.net/ark:/65665/32564ec95-0dc5-4d49-9ac6-729c3099004c,2587,crossostylis,crossostylis biflora,3,5,1983,123
693933,d854925d-5f90-4740-8aa6-e9a330da8ad5,collector number: ia 12215,cryptonemia,cryptonemia veleroae,1,1,1974,1
693933,d854925d-5f90-4740-8aa6-e9a330da8ad5,collector number: ia 12215,cryptonemia,cryptonemia veleroae,1,1,1974,1
42769,c6ec7def-6ab6-4509-a4e8-90fca79bcac1,collector number: 5395,ctenitis,ctenitis sciaphila,18,2,1931,49
290047,8bce4878-bbab-48a8-921a-e2048247b3bc,5395,ctenitis,ctenitis sciaphila,18,2,1931,49
42769,c6ec7def-6ab6-4509-a4e8-90fca79bcac1,collector number: 5395,ctenitis,ctenitis sciaphila,18,2,1931,49
290047,8bce4878-bbab-48a8-921a-e2048247b3bc,5395,ctenitis,ctenitis sciaphila,18,2,1931,49
440906,a2df39b2-ef6f-4979-a5a6-dd4b669d55cc,collector number: 31,ctenitis,ctenitis sciaphila,17,6,1967,168
440905,e761fbeb-fc0b-46eb-bee5-ef90a0777bc5,collector number: 34,ctenitis,ctenitis sciaphila,17,6,1967,168
31136,03272857-3a04-47fb-87fe-dcde1d1f285d,collector number: 34,ctenitis,ctenitis sciaphila,17,6,1967,168
440906,a2df39b2-ef6f-4979-a5a6-dd4b669d55cc,collector number: 31,ctenitis,ctenitis sciaphila,17,6,1967,168
440905,e761fbeb-fc0b-46eb-bee5-ef90a0777bc5,collector number: 34,ctenitis,ctenitis sciaphila,17,6,1967,168
31136,03272857-3a04-47fb-87fe-dcde1d1f285d,collector number: 34,ctenitis,ctenitis sciaphila,17,6,1967,168
492596,11f59643-87bd-4b5f-a413-3ce08b295b20,collector number: 4985,ctenitis,ctenitis sciaphila,19,8,1983,231
492595,308077c3-3468-4638-a997-cc2cc88f5193,collector number: 4985,ctenitis,ctenitis sciaphila,19,8,1983,231
492596,11f59643-87bd-4b5f-a413-3ce08b295b20,collector number: 4985,ctenitis,ctenitis sciaphila,19,8,1983,231
492595,308077c3-3468-4638-a997-cc2cc88f5193,collector number: 4985,ctenitis,ctenitis sciaphila,19,8,1983,231
31132,b6c12837-8c9a-4234-8034-e6181392b331,collector number: 176,ctenopterella,ctenopterella blechnoides,6,8,1967,218
31132,b6c12837-8c9a-4234-8034-e6181392b331,collector number: 176,ctenopterella,ctenopterella blechnoides,6,8,1967,218
22335,f68e05be-baf1-4369-830c-cca04ebf8629,collector number: 36,cucurbita,cucurbita pepo,17,6,1967,168
22335,f68e05be-baf1-4369-830c-cca04ebf8629,collector number: 36,cucurbita,cucurbita pepo,17,6,1967,168
2921572,http://n2t.net/ark:/65665/3a5bfc08a-e1b9-4030-a06a-5727d792837d,36,cucurbita,cucurbita pepo,17,6,1967,168
2921572,http://n2t.net/ark:/65665/3a5bfc08a-e1b9-4030-a06a-5727d792837d,36,cucurbita,cucurbita pepo,17,6,1967,168
734747,c2c8913e-6ffe-4248-8f2a-a9d9b5ef929e,collector number: 18,curcuma,curcuma longa,8,8,1962,220
734747,c2c8913e-6ffe-4248-8f2a-a9d9b5ef929e,collector number: 18,curcuma,curcuma longa,8,8,1962,220
133211,9099808b-dacc-4695-8f1d-a05b4edfef01,collector number: 116,cyanthillium,cyanthillium cinereum,22,2,1967,53
133211,9099808b-dacc-4695-8f1d-a05b4edfef01,collector number: 116,cyanthillium,cyanthillium cinereum,22,2,1967,53
493516,dd02e3ad-6055-40b3-8ab1-ad8e7ca78a66,collector number: 2202,cyanthillium,cyanthillium cinereum,28,11,1981,332
493516,dd02e3ad-6055-40b3-8ab1-ad8e7ca78a66,collector number: 2202,cyanthillium,cyanthillium cinereum,28,11,1981,332
635927,daf77211-4168-499d-b436-5c55b87ccdcf,collector number: 139,cyanthillium,cyanthillium cinereum,19,6,1990,170
635927,daf77211-4168-499d-b436-5c55b87ccdcf,collector number: 139,cyanthillium,cyanthillium cinereum,19,6,1990,170
634352,f2c9336c-b0f0-46f1-8cd3-c7771552624c,collector number: 237,cyanthillium,cyanthillium cinereum,21,6,1991,172
634352,f2c9336c-b0f0-46f1-8cd3-c7771552624c,collector number: 237,cyanthillium,cyanthillium cinereum,21,6,1991,172
2977481,http://n2t.net/ark:/65665/3e4edb435-8897-4560-8fd9-19f8039b729a,2202,cyanthillium,cyanthillium cinereum,28,12,1981,362
2977481,http://n2t.net/ark:/65665/3e4edb435-8897-4560-8fd9-19f8039b729a,2202,cyanthillium,cyanthillium cinereum,28,12,1981,362
3445628,http://n2t.net/ark:/65665/37952295c-83b2-4792-af6a-a87fc63b732e,139,cyanthillium,cyanthillium cinereum,19,6,1990,170
,http://n2t.net/ark:/65665/3205576d7-2ba7-4b00-93ca-360d5ad1586a,139,cyanthillium,cyanthillium cinereum,19,6,1990,170
3445628,http://n2t.net/ark:/65665/37952295c-83b2-4792-af6a-a87fc63b732e,139,cyanthillium,cyanthillium cinereum,19,6,1990,170
,http://n2t.net/ark:/65665/3205576d7-2ba7-4b00-93ca-360d5ad1586a,139,cyanthillium,cyanthillium cinereum,19,6,1990,170
3445627,http://n2t.net/ark:/65665/3257a7113-e9a2-490e-8374-ffcacc0878b0,237,cyanthillium,cyanthillium cinereum,21,6,1991,172
,http://n2t.net/ark:/65665/352dfd2a8-82d5-40c7-9dc8-70c6360ca235,237,cyanthillium,cyanthillium cinereum,21,6,1991,172
3445627,http://n2t.net/ark:/65665/3257a7113-e9a2-490e-8374-ffcacc0878b0,237,cyanthillium,cyanthillium cinereum,21,6,1991,172
,http://n2t.net/ark:/65665/352dfd2a8-82d5-40c7-9dc8-70c6360ca235,237,cyanthillium,cyanthillium cinereum,21,6,1991,172
133212,efce31fc-d587-4ee1-ad5c-bdcf246fdb8b,collector number: 74,cyanthillium,cyanthillium cinereum,8,8,1962,220
133212,efce31fc-d587-4ee1-ad5c-bdcf246fdb8b,collector number: 74,cyanthillium,cyanthillium cinereum,8,8,1962,220
42565,effeda59-857c-4340-90ec-cb0ae712fc6d,collector number: 5393,cyathea,cyathea affinis,18,2,1931,49
42555,247ff24b-99b4-4b9f-9fad-2bd7c1bdb6cd,collector number: 5394,cyathea,cyathea affinis,18,2,1931,49
42554,34503f0e-3af8-4467-8e49-03d5c89fa3ce,collector number: 5394,cyathea,cyathea affinis,18,2,1931,49
42565,effeda59-857c-4340-90ec-cb0ae712fc6d,collector number: 5393,cyathea,cyathea affinis,18,2,1931,49
42555,247ff24b-99b4-4b9f-9fad-2bd7c1bdb6cd,collector number: 5394,cyathea,cyathea affinis,18,2,1931,49
42554,34503f0e-3af8-4467-8e49-03d5c89fa3ce,collector number: 5394,cyathea,cyathea affinis,18,2,1931,49
31138,5b98d264-6e92-445e-8f28-e4f786ba29bb,collector number: 161,cyathea,cyathea affinis,8,6,1967,159
31138,5b98d264-6e92-445e-8f28-e4f786ba29bb,collector number: 161,cyathea,cyathea affinis,8,6,1967,159
583298,b55e6f00-4dd5-49a2-b05b-98bd77e43e69,collector number: s.n.,cyathula,cyathula prostrata,20,9,1988,264
583298,b55e6f00-4dd5-49a2-b05b-98bd77e43e69,collector number: s.n.,cyathula,cyathula prostrata,20,9,1988,264
3483604,http://n2t.net/ark:/65665/3ea1ba074-0c31-4156-bf74-46b0effd954e,18057,cyathula,cyathula prostrata,7,5,1973,127
3483604,http://n2t.net/ark:/65665/3ea1ba074-0c31-4156-bf74-46b0effd954e,18057,cyathula,cyathula prostrata,7,5,1973,127
653666,c1232700-ff08-4299-9e52-16dbd84c2be3,collector number: 59,cyathula,cyathula prostrata,8,8,1962,220
653666,c1232700-ff08-4299-9e52-16dbd84c2be3,collector number: 59,cyathula,cyathula prostrata,8,8,1962,220
662252,0280c18c-1644-4563-8bc2-f067cf5bb387,collector number: 18057,cyathula,cyathula prostrata,5,7,1973,186
662252,0280c18c-1644-4563-8bc2-f067cf5bb387,collector number: 18057,cyathula,cyathula prostrata,5,7,1973,186
22302,e86738b9-c6bb-4e09-8fb0-a64bc472e634,collector number: 62,cyclophyllum,cyclophyllum barbatum,26,6,1967,177
22302,e86738b9-c6bb-4e09-8fb0-a64bc472e634,collector number: 62,cyclophyllum,cyclophyllum barbatum,26,6,1967,177
596895,3196850e-28a2-4d08-b301-62163a6d4011,collector number: 60963,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
596890,cc2057ac-c50f-4361-935f-b94e0a41c16a,collector number: 60954,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
596889,c8dac1bb-bf59-4caf-b398-6895c9e36913,collector number: 60956,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
596895,3196850e-28a2-4d08-b301-62163a6d4011,collector number: 60963,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
596890,cc2057ac-c50f-4361-935f-b94e0a41c16a,collector number: 60954,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
596889,c8dac1bb-bf59-4caf-b398-6895c9e36913,collector number: 60956,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
493130,c29b00a4-2043-4748-9e6c-b8007f593389,collector number: 2143,cyclophyllum,cyclophyllum barbatum,24,12,1981,358
493130,c29b00a4-2043-4748-9e6c-b8007f593389,collector number: 2143,cyclophyllum,cyclophyllum barbatum,24,12,1981,358
558154,f7057542-1187-4e8f-a5b0-ceecea8ecb4a,collector number: 2159,cyclophyllum,cyclophyllum barbatum,25,12,1981,359
558154,f7057542-1187-4e8f-a5b0-ceecea8ecb4a,collector number: 2159,cyclophyllum,cyclophyllum barbatum,25,12,1981,359
599758,e2352636-38df-48a1-82f5-5d97d7264666,collector number: 63643,cyclophyllum,cyclophyllum barbatum,21,7,1982,202
599758,e2352636-38df-48a1-82f5-5d97d7264666,collector number: 63643,cyclophyllum,cyclophyllum barbatum,21,7,1982,202
599760,9cd9e3e3-0b08-45c4-8faf-f19d293bffae,collector number: 63699,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
599752,625b3267-b1ea-44d8-95fc-3cf2e356e396,collector number: 63685,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
599760,9cd9e3e3-0b08-45c4-8faf-f19d293bffae,collector number: 63699,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
599752,625b3267-b1ea-44d8-95fc-3cf2e356e396,collector number: 63685,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
492748,f77c7c85-c811-48cb-a542-569ff19e6e8c,collector number: 2236,cyclophyllum,cyclophyllum barbatum,30,12,1982,364
492748,f77c7c85-c811-48cb-a542-569ff19e6e8c,collector number: 2236,cyclophyllum,cyclophyllum barbatum,30,12,1982,364
574238,4f88d7de-bea5-4111-9e27-865f8d8d6b20,collector number: 5014,cyclophyllum,cyclophyllum barbatum,20,8,1983,232
574238,4f88d7de-bea5-4111-9e27-865f8d8d6b20,collector number: 5014,cyclophyllum,cyclophyllum barbatum,20,8,1983,232
3445101,http://n2t.net/ark:/65665/3d750b275-2eea-452b-96e4-8ec009db5144,2143,cyclophyllum,cyclophyllum barbatum,24,12,1981,358
3445101,http://n2t.net/ark:/65665/3d750b275-2eea-452b-96e4-8ec009db5144,2143,cyclophyllum,cyclophyllum barbatum,24,12,1981,358
3098108,http://n2t.net/ark:/65665/32b49b9f1-6d0d-4ad5-ae46-def54ed1833f,2159,cyclophyllum,cyclophyllum barbatum,25,12,1981,359
3098108,http://n2t.net/ark:/65665/32b49b9f1-6d0d-4ad5-ae46-def54ed1833f,2159,cyclophyllum,cyclophyllum barbatum,25,12,1981,359
3445100,http://n2t.net/ark:/65665/36e415ee5-b38d-45e1-a470-173274472576,2236,cyclophyllum,cyclophyllum barbatum,30,12,1981,364
3445100,http://n2t.net/ark:/65665/36e415ee5-b38d-45e1-a470-173274472576,2236,cyclophyllum,cyclophyllum barbatum,30,12,1981,364
3445103,http://n2t.net/ark:/65665/3938caa09-8d45-4cb8-9fc1-3fa8339ca4c2,60963,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
3445117,http://n2t.net/ark:/65665/388bba0c8-9f36-42a8-87bf-b4ba29c5f313,60956,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
3445102,http://n2t.net/ark:/65665/3fd69e9e6-8bb0-46ed-a50f-05a8b697e00c,60954,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
3445103,http://n2t.net/ark:/65665/3938caa09-8d45-4cb8-9fc1-3fa8339ca4c2,60963,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
3445117,http://n2t.net/ark:/65665/388bba0c8-9f36-42a8-87bf-b4ba29c5f313,60956,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
3445102,http://n2t.net/ark:/65665/3fd69e9e6-8bb0-46ed-a50f-05a8b697e00c,60954,cyclophyllum,cyclophyllum barbatum,13,7,1981,194
3445130,http://n2t.net/ark:/65665/3f3b72fa8-e9cc-4f4f-aa6c-ad0493c82e4b,63643,cyclophyllum,cyclophyllum barbatum,21,7,1982,202
3445130,http://n2t.net/ark:/65665/3f3b72fa8-e9cc-4f4f-aa6c-ad0493c82e4b,63643,cyclophyllum,cyclophyllum barbatum,21,7,1982,202
3445118,http://n2t.net/ark:/65665/30d242956-108a-441e-bf20-ba3a76f993c8,63699,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
3445131,http://n2t.net/ark:/65665/372e710fd-ab39-4828-a333-9cc2ecb99318,63685,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
3445118,http://n2t.net/ark:/65665/30d242956-108a-441e-bf20-ba3a76f993c8,63699,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
3445131,http://n2t.net/ark:/65665/372e710fd-ab39-4828-a333-9cc2ecb99318,63685,cyclophyllum,cyclophyllum barbatum,23,7,1982,204
3087282,http://n2t.net/ark:/65665/3bf69533d-6a8b-4e4f-82b4-b0f1fdffef4b,4902,cyclophyllum,cyclophyllum barbatum,14,8,1983,226
3087282,http://n2t.net/ark:/65665/3bf69533d-6a8b-4e4f-82b4-b0f1fdffef4b,4902,cyclophyllum,cyclophyllum barbatum,14,8,1983,226
3087339,http://n2t.net/ark:/65665/37f40af0b-284e-42e5-a2f7-8010c3653b1b,5014,cyclophyllum,cyclophyllum barbatum,20,8,1983,232
3087339,http://n2t.net/ark:/65665/37f40af0b-284e-42e5-a2f7-8010c3653b1b,5014,cyclophyllum,cyclophyllum barbatum,20,8,1983,232
3206382,http://n2t.net/ark:/65665/352faf788-d71a-4512-aa37-f5cc3ec52aa4,9741,cyclophyllum,cyclophyllum barbatum,29,9,1988,273
3206382,http://n2t.net/ark:/65665/352faf788-d71a-4512-aa37-f5cc3ec52aa4,9741,cyclophyllum,cyclophyllum barbatum,29,9,1988,273
3445128,http://n2t.net/ark:/65665/3d2e879a0-0ace-45ac-9e69-773cf3f534a0,2285,cyclophyllum,cyclophyllum barbatum,7,5,1976,128
3445099,http://n2t.net/ark:/65665/38a5cdbb7-8d05-4431-b56e-d8bca4342e53,2288,cyclophyllum,cyclophyllum barbatum,7,5,1976,128
3445098,http://n2t.net/ark:/65665/38d3232f0-bce5-4242-b190-f464eb6b191d,2293,cyclophyllum,cyclophyllum barbatum,7,5,1976,128
3445128,http://n2t.net/ark:/65665/3d2e879a0-0ace-45ac-9e69-773cf3f534a0,2285,cyclophyllum,cyclophyllum barbatum,7,5,1976,128
3445099,http://n2t.net/ark:/65665/38a5cdbb7-8d05-4431-b56e-d8bca4342e53,2288,cyclophyllum,cyclophyllum barbatum,7,5,1976,128
3445098,http://n2t.net/ark:/65665/38d3232f0-bce5-4242-b190-f464eb6b191d,2293,cyclophyllum,cyclophyllum barbatum,7,5,1976,128
3445129,http://n2t.net/ark:/65665/3b6f0de11-844b-4737-8ecf-5ac1b757b977,2300,cyclophyllum,cyclophyllum barbatum,7,6,1976,159
3445097,http://n2t.net/ark:/65665/33e45c6fa-7223-42c4-ba1a-6055e5b36bce,2297,cyclophyllum,cyclophyllum barbatum,7,6,1976,159
3445129,http://n2t.net/ark:/65665/3b6f0de11-844b-4737-8ecf-5ac1b757b977,2300,cyclophyllum,cyclophyllum barbatum,7,6,1976,159
3445097,http://n2t.net/ark:/65665/33e45c6fa-7223-42c4-ba1a-6055e5b36bce,2297,cyclophyllum,cyclophyllum barbatum,7,6,1976,159
3110628,http://n2t.net/ark:/65665/34082a0fe-79a3-4fce-9cbf-85ca65d81ac9,4747,cyclophyllum,cyclophyllum barbatum,8,9,1983,251
3110628,http://n2t.net/ark:/65665/34082a0fe-79a3-4fce-9cbf-85ca65d81ac9,4747,cyclophyllum,cyclophyllum barbatum,8,9,1983,251
173584,41e125ba-0b5d-4157-98b0-39a6323887a1,collector number: 3091,cyclophyllum,cyclophyllum barbatum,5,9,1955,248
173585,dda4b64e-27f7-4f34-bb05-49a6ef63972b,collector number: 3088,cyclophyllum,cyclophyllum barbatum,5,9,1955,248
173584,41e125ba-0b5d-4157-98b0-39a6323887a1,collector number: 3091,cyclophyllum,cyclophyllum barbatum,5,9,1955,248
173585,dda4b64e-27f7-4f34-bb05-49a6ef63972b,collector number: 3088,cyclophyllum,cyclophyllum barbatum,5,9,1955,248
173582,531eef7a-7b9c-4701-9553-d13cf5f7c91c,collector number: 83,cyclophyllum,cyclophyllum barbatum,8,8,1962,220
173581,b79a3bd6-ac0d-49fa-bd11-2fc513ed708b,collector number: 9,cyclophyllum,cyclophyllum barbatum,8,8,1962,220
173586,371c5477-1e4d-4e08-bb0f-748fd5061ae6,,cyclophyllum,cyclophyllum barbatum,8,8,1962,220
173582,531eef7a-7b9c-4701-9553-d13cf5f7c91c,collector number: 83,cyclophyllum,cyclophyllum barbatum,8,8,1962,220
173581,b79a3bd6-ac0d-49fa-bd11-2fc513ed708b,collector number: 9,cyclophyllum,cyclophyllum barbatum,8,8,1962,220
173586,371c5477-1e4d-4e08-bb0f-748fd5061ae6,,cyclophyllum,cyclophyllum barbatum,8,8,1962,220
596891,aea3bf9c-3c8e-4c5c-8784-c0245ff1b8d9,collector number: 2288,cyclophyllum,cyclophyllum barbatum,5,7,1976,187
596897,29d33700-9943-4f3d-a9ab-1c3415be1557,collector number: 2285,cyclophyllum,cyclophyllum barbatum,5,7,1976,187
596883,0ed57534-161e-4893-a047-edb3bc862159,collector number: 2293,cyclophyllum,cyclophyllum barbatum,5,7,1976,187
596891,aea3bf9c-3c8e-4c5c-8784-c0245ff1b8d9,collector number: 2288,cyclophyllum,cyclophyllum barbatum,5,7,1976,187
596897,29d33700-9943-4f3d-a9ab-1c3415be1557,collector number: 2285,cyclophyllum,cyclophyllum barbatum,5,7,1976,187
596883,0ed57534-161e-4893-a047-edb3bc862159,collector number: 2293,cyclophyllum,cyclophyllum barbatum,5,7,1976,187
596888,c069f70f-292e-4f1c-b605-8eb066ee987c,collector number: 2297,cyclophyllum,cyclophyllum barbatum,6,7,1976,188
596884,d62398bd-77bf-4090-b1ec-0f61df2d0782,collector number: 2300,cyclophyllum,cyclophyllum barbatum,6,7,1976,188
596888,c069f70f-292e-4f1c-b605-8eb066ee987c,collector number: 2297,cyclophyllum,cyclophyllum barbatum,6,7,1976,188
596884,d62398bd-77bf-4090-b1ec-0f61df2d0782,collector number: 2300,cyclophyllum,cyclophyllum barbatum,6,7,1976,188
3087395,http://n2t.net/ark:/65665/31ac2a3de-8eb6-4f8a-a565-9fd28eebe4b1,2127,cynodon,cynodon dactylon,23,12,1981,357
3087395,http://n2t.net/ark:/65665/31ac2a3de-8eb6-4f8a-a565-9fd28eebe4b1,2127,cynodon,cynodon dactylon,23,12,1981,357
17962,50473be0-645d-4910-9c67-f2ad4b1ba482,collector number: 5403,cyperus,cyperus cyperinus,18,2,1931,49
17962,50473be0-645d-4910-9c67-f2ad4b1ba482,collector number: 5403,cyperus,cyperus cyperinus,18,2,1931,49
3087431,http://n2t.net/ark:/65665/39e949d82-1e36-4011-9b36-417eda53c34b,2082,cyperus,cyperus cyperinus,21,12,1981,355
3087431,http://n2t.net/ark:/65665/39e949d82-1e36-4011-9b36-417eda53c34b,2082,cyperus,cyperus cyperinus,21,12,1981,355
3143783,http://n2t.net/ark:/65665/3cb1772ee-6e47-4324-adc0-96bc00804cef,2194,cyperus,cyperus cyperinus,23,12,1981,357
3143783,http://n2t.net/ark:/65665/3cb1772ee-6e47-4324-adc0-96bc00804cef,2194,cyperus,cyperus cyperinus,23,12,1981,357
110393,c8a9fa25-80b2-418c-9e18-f0199bbaf339,collector number: 3,cyperus,cyperus javanicus,14,6,1967,165
727284,f1229f9e-72c8-4e5e-bfda-25bb947a857c,collector number: 3,cyperus,cyperus javanicus,14,6,1967,165
110393,c8a9fa25-80b2-418c-9e18-f0199bbaf339,collector number: 3,cyperus,cyperus javanicus,14,6,1967,165
727284,f1229f9e-72c8-4e5e-bfda-25bb947a857c,collector number: 3,cyperus,cyperus javanicus,14,6,1967,165
635920,c8f43e6f-16f1-4078-be3a-f8c3cc986dcd,collector number: 148,cyperus,cyperus javanicus,23,6,1990,174
635920,c8f43e6f-16f1-4078-be3a-f8c3cc986dcd,collector number: 148,cyperus,cyperus javanicus,23,6,1990,174
634360,3c5d125e-4052-498b-a88c-97eaaea3ba6d,collector number: 252,cyperus,cyperus javanicus,25,6,1990,176
634360,3c5d125e-4052-498b-a88c-97eaaea3ba6d,collector number: 252,cyperus,cyperus javanicus,25,6,1990,176
,http://n2t.net/ark:/65665/309f80d9d-cad2-46d3-9403-712901cca2df,148,cyperus,cyperus javanicus,23,6,1990,174
,http://n2t.net/ark:/65665/309f80d9d-cad2-46d3-9403-712901cca2df,148,cyperus,cyperus javanicus,23,6,1990,174
,http://n2t.net/ark:/65665/34b542ff2-fdb7-4923-8cb9-7d451d14278f,252,cyperus,cyperus javanicus,25,6,1990,176
,http://n2t.net/ark:/65665/34b542ff2-fdb7-4923-8cb9-7d451d14278f,252,cyperus,cyperus javanicus,25,6,1990,176
491097,da3a1b5c-efe1-4591-ac29-52850b909bb2,collector number: 2123,cyperus,cyperus rotundus,23,12,1981,357
491097,da3a1b5c-efe1-4591-ac29-52850b909bb2,collector number: 2123,cyperus,cyperus rotundus,23,12,1981,357
3143779,http://n2t.net/ark:/65665/36cc2ae62-5fec-4575-a385-2941d4440b5b,2123,cyperus,cyperus rotundus,23,12,1981,357
