dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day.of.the.year
3143779,http://n2t.net/ark:/65665/36cc2ae62-5fec-4575-a385-2941d4440b5b,2123,cyperus,cyperus rotundus,23,12,1981,357
554165,f5538bb6-0d71-4cbd-bfb0-990ee3d4c604,collector number: 7911,cypholophus,cypholophus macrocephalus,21,10,1986,294
554165,f5538bb6-0d71-4cbd-bfb0-990ee3d4c604,collector number: 7911,cypholophus,cypholophus macrocephalus,21,10,1986,294
3507384,http://n2t.net/ark:/65665/3f89e7ed7-896a-4c64-9f06-b20021dfb967,7911,cypholophus,cypholophus macrocephalus,21,10,1986,294
3293816,http://n2t.net/ark:/65665/3606e385d-bad1-454d-bafa-05f6c5b2dca0,7911,cypholophus,cypholophus macrocephalus,21,10,1986,294
3507384,http://n2t.net/ark:/65665/3f89e7ed7-896a-4c64-9f06-b20021dfb967,7911,cypholophus,cypholophus macrocephalus,21,10,1986,294
3293816,http://n2t.net/ark:/65665/3606e385d-bad1-454d-bafa-05f6c5b2dca0,7911,cypholophus,cypholophus macrocephalus,21,10,1986,294
553637,dd3f7044-2c15-4130-88d6-3d97d7cc6469,collector number: 5005,cyrtandra,cyrtandra,19,8,1983,231
553637,dd3f7044-2c15-4130-88d6-3d97d7cc6469,collector number: 5005,cyrtandra,cyrtandra,19,8,1983,231
149018,c616f5fc-730f-4c78-9412-9c79a2892e7a,collector number: 147,cyrtandra,cyrtandra,8,4,1967,98
149018,c616f5fc-730f-4c78-9412-9c79a2892e7a,collector number: 147,cyrtandra,cyrtandra,8,4,1967,98
3445809,http://n2t.net/ark:/65665/3580563ff-6fea-49b8-9ddc-1c40b75d3390,2221,cyrtandra,cyrtandra apiculata,29,12,1981,363
3445809,http://n2t.net/ark:/65665/3580563ff-6fea-49b8-9ddc-1c40b75d3390,2221,cyrtandra,cyrtandra apiculata,29,12,1981,363
750148,a05c2b95-e8f4-4d23-b080-d5b683a5c94c,collector number: 5387,cyrtandra,cyrtandra bidwillii,18,2,1931,49
750148,a05c2b95-e8f4-4d23-b080-d5b683a5c94c,collector number: 5387,cyrtandra,cyrtandra bidwillii,18,2,1931,49
554164,5ff01129-925c-4a6f-9f49-74f1c58178d2,collector number: 7905,cyrtandra,cyrtandra bidwillii,20,10,1986,293
554164,5ff01129-925c-4a6f-9f49-74f1c58178d2,collector number: 7905,cyrtandra,cyrtandra bidwillii,20,10,1986,293
2679441,http://n2t.net/ark:/65665/3ce2cbb67-30e9-476d-8dc3-a6e4415aa67f,147,cyrtandra,cyrtandra bidwillii,22,4,1967,112
2679441,http://n2t.net/ark:/65665/3ce2cbb67-30e9-476d-8dc3-a6e4415aa67f,147,cyrtandra,cyrtandra bidwillii,22,4,1967,112
p06137895,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06137895,,cyrtandra,cyrtandra fortunei,20,10,1986,293
p06137895,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06137895,,cyrtandra,cyrtandra fortunei,20,10,1986,293
553638,8cb44636-4747-4de9-ae14-e8a0161c4499,collector number: 2221,cyrtandra,cyrtandra mucronata,29,12,1981,363
553638,8cb44636-4747-4de9-ae14-e8a0161c4499,collector number: 2221,cyrtandra,cyrtandra mucronata,29,12,1981,363
750173,7501cde5-bcf6-4206-b227-e911461bce6b,collector number: 508,cyrtandra,cyrtandra nadeaudii,25,9,1926,268
750173,7501cde5-bcf6-4206-b227-e911461bce6b,collector number: 508,cyrtandra,cyrtandra nadeaudii,25,9,1926,268
p06138112,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06138112,,cyrtandra,cyrtandra nadeaudii,3,11,1877,307
p06138112,http://coldb.mnhn.fr/catalognumber/mnhn/p/p06138112,,cyrtandra,cyrtandra nadeaudii,3,11,1877,307
p00275796,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00275796,,cyrtandra,cyrtandra neo-ebudensis,13,4,1898,103
p00275796,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00275796,,cyrtandra,cyrtandra neo-ebudensis,13,4,1898,103
p00275795,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00275795,,cyrtandra,cyrtandra neo-ebudensis,21,10,1986,294
p00275795,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00275795,,cyrtandra,cyrtandra neo-ebudensis,21,10,1986,294
p00275794,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00275794,,cyrtandra,cyrtandra neo-ebudensis,29,9,1988,273
p00275794,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00275794,,cyrtandra,cyrtandra neo-ebudensis,29,9,1988,273
3293930,http://n2t.net/ark:/65665/33ebce3e3-873e-47a0-89aa-74fa4a746c76,63669,cyrtandra,cyrtandra sp.,22,7,1982,203
3293930,http://n2t.net/ark:/65665/33ebce3e3-873e-47a0-89aa-74fa4a746c76,63669,cyrtandra,cyrtandra sp.,22,7,1982,203
750193,57ac99fa-1c0e-4992-996d-9bdaf40e967d,collector number: 53,cyrtandra,cyrtandra tohiveaensis,8,8,1962,220
750194,86b98a69-fd87-428b-ad31-c351567f7851,collector number: 53,cyrtandra,cyrtandra tohiveaensis,8,8,1962,220
750193,57ac99fa-1c0e-4992-996d-9bdaf40e967d,collector number: 53,cyrtandra,cyrtandra tohiveaensis,8,8,1962,220
750194,86b98a69-fd87-428b-ad31-c351567f7851,collector number: 53,cyrtandra,cyrtandra tohiveaensis,8,8,1962,220
750192,d692164c-192c-4fa6-b43a-c831037a5650,collector number: 147,cyrtandra,cyrtandra tohiveaensis,8,4,1967,98
750192,d692164c-192c-4fa6-b43a-c831037a5650,collector number: 147,cyrtandra,cyrtandra tohiveaensis,8,4,1967,98
492705,9273a181-599f-41b2-b159-9ec26b240d49,collector number: 4947,cyrtococcum,cyrtococcum oxyphyllum,16,8,1983,228
492705,9273a181-599f-41b2-b159-9ec26b240d49,collector number: 4947,cyrtococcum,cyrtococcum oxyphyllum,16,8,1983,228
547820,38489d7d-9325-4d4d-94dc-f9b697ae1752,collector number: 8274,dactyloctenium,dactyloctenium aegyptium,14,5,1987,134
547820,38489d7d-9325-4d4d-94dc-f9b697ae1752,collector number: 8274,dactyloctenium,dactyloctenium aegyptium,14,5,1987,134
635912,63b16560-bec2-4547-af38-4b7be89e1347,collector number: 253,dactyloctenium,dactyloctenium aegyptium,25,6,1990,176
635912,63b16560-bec2-4547-af38-4b7be89e1347,collector number: 253,dactyloctenium,dactyloctenium aegyptium,25,6,1990,176
635905,c020410e-7863-4b17-b437-74f79776e835,collector number: 123,dactyloctenium,dactyloctenium aegyptium,19,6,1991,170
635905,c020410e-7863-4b17-b437-74f79776e835,collector number: 123,dactyloctenium,dactyloctenium aegyptium,19,6,1991,170
3382669,http://n2t.net/ark:/65665/3790c2750-beb6-4e24-8bd3-0888d87acf5e,123,dactyloctenium,dactyloctenium aegyptium,19,6,1991,170
,http://n2t.net/ark:/65665/3ef782092-32b5-4bb4-9d5e-a099319556cb,123,dactyloctenium,dactyloctenium aegyptium,19,6,1991,170
3382669,http://n2t.net/ark:/65665/3790c2750-beb6-4e24-8bd3-0888d87acf5e,123,dactyloctenium,dactyloctenium aegyptium,19,6,1991,170
,http://n2t.net/ark:/65665/3ef782092-32b5-4bb4-9d5e-a099319556cb,123,dactyloctenium,dactyloctenium aegyptium,19,6,1991,170
3382661,http://n2t.net/ark:/65665/317e61495-cd90-4f11-baff-30455df3b238,253,dactyloctenium,dactyloctenium aegyptium,25,6,1990,176
,http://n2t.net/ark:/65665/32a8ea9e1-6fe6-4e03-9215-5b7f9f83d360,252,dactyloctenium,dactyloctenium aegyptium,25,6,1990,176
3382661,http://n2t.net/ark:/65665/317e61495-cd90-4f11-baff-30455df3b238,253,dactyloctenium,dactyloctenium aegyptium,25,6,1990,176
,http://n2t.net/ark:/65665/32a8ea9e1-6fe6-4e03-9215-5b7f9f83d360,252,dactyloctenium,dactyloctenium aegyptium,25,6,1990,176
548194,f576dae3-e1dd-41e5-9a94-1c52b7bde217,collector number: 8358,dasygrammitis,dasygrammitis purpurascens,9,7,1987,190
548194,f576dae3-e1dd-41e5-9a94-1c52b7bde217,collector number: 8358,dasygrammitis,dasygrammitis purpurascens,9,7,1987,190
102530,2b960460-3285-4f22-8e19-c59bbcdae5cb,collector number: 167,davallia,davallia epiphylla,6,8,1967,218
102530,2b960460-3285-4f22-8e19-c59bbcdae5cb,collector number: 167,davallia,davallia epiphylla,6,8,1967,218
3123415,http://n2t.net/ark:/65665/371ef8de0-04f5-4bba-8dea-fee14fa35af6,2224,davallia,davallia pectinata,29,12,1981,363
3123415,http://n2t.net/ark:/65665/371ef8de0-04f5-4bba-8dea-fee14fa35af6,2224,davallia,davallia pectinata,29,12,1981,363
3347455,http://n2t.net/ark:/65665/372ef8304-7226-4e0e-8cfb-7b2d7aec91ab,63683,davallia,davallia pectinata,23,7,1982,204
3347455,http://n2t.net/ark:/65665/372ef8304-7226-4e0e-8cfb-7b2d7aec91ab,63683,davallia,davallia pectinata,23,7,1982,204
491560,01cc99e0-7723-4ca2-bfe2-ec0e75f866a6,collector number: 2150,davallia,davallia solida,24,12,1981,358
491560,01cc99e0-7723-4ca2-bfe2-ec0e75f866a6,collector number: 2150,davallia,davallia solida,24,12,1981,358
652941,1f468d06-dc52-4fcd-a42d-47da0492c08a,collector number: 63710,davallia,davallia solida,23,7,1982,204
598554,a1e83ac3-d549-4330-9c4c-bd1f6a0fac1b,collector number: 63710,davallia,davallia solida,23,7,1982,204
652941,1f468d06-dc52-4fcd-a42d-47da0492c08a,collector number: 63710,davallia,davallia solida,23,7,1982,204
598554,a1e83ac3-d549-4330-9c4c-bd1f6a0fac1b,collector number: 63710,davallia,davallia solida,23,7,1982,204
634377,16e06b20-9034-4186-881f-2d8ff575b991,collector number: 116,davallia,davallia solida,19,6,1991,170
634377,16e06b20-9034-4186-881f-2d8ff575b991,collector number: 116,davallia,davallia solida,19,6,1991,170
634342,ace7c670-fc22-408d-ae82-94fc731aeeea,collector number: 227,davallia,davallia solida,21,6,1991,172
634342,ace7c670-fc22-408d-ae82-94fc731aeeea,collector number: 227,davallia,davallia solida,21,6,1991,172
3123402,http://n2t.net/ark:/65665/3d16c087d-bee2-462f-a3e4-d2b124babe69,2150,davallia,davallia solida,24,12,1981,358
3123402,http://n2t.net/ark:/65665/3d16c087d-bee2-462f-a3e4-d2b124babe69,2150,davallia,davallia solida,24,12,1981,358
1907615,ld:general:1907615,,davallia,davallia solida,9,8,1852,222
1907615,ld:general:1907615,,davallia,davallia solida,9,8,1852,222
585221,c76c4e44-1711-46c9-93bf-9313f3079082,collector number: 2296,davallia,davallia solida,6,7,1976,188
l.3535562,https://data.biodiversitydata.nl/naturalis/specimen/l.3535562,"sachet, m-h",davallia,davallia solida,6,7,1976,188
585220,09a891c5-1658-4d17-8da7-7fae1c382349,collector number: 2296,davallia,davallia solida,6,7,1976,188
585221,c76c4e44-1711-46c9-93bf-9313f3079082,collector number: 2296,davallia,davallia solida,6,7,1976,188
l.3535562,https://data.biodiversitydata.nl/naturalis/specimen/l.3535562,"sachet, m-h",davallia,davallia solida,6,7,1976,188
585220,09a891c5-1658-4d17-8da7-7fae1c382349,collector number: 2296,davallia,davallia solida,6,7,1976,188
,http://n2t.net/ark:/65665/39d228876-08ac-4f2a-a5f5-da3d70a6ca32,116,davillia,davillia solida,19,6,1991,170
,http://n2t.net/ark:/65665/39d228876-08ac-4f2a-a5f5-da3d70a6ca32,116,davillia,davillia solida,19,6,1991,170
,http://n2t.net/ark:/65665/38e650a33-e38a-4f54-8123-29fefeb97667,227,davillia,davillia solida,21,6,1991,172
,http://n2t.net/ark:/65665/38e650a33-e38a-4f54-8123-29fefeb97667,227,davillia,davillia solida,21,6,1991,172
2964003,http://n2t.net/ark:/65665/344791c1a-6f86-41e0-b088-3d1de7553944,s.n.,decaspermum,decaspermum fruticosum,22,4,1847,112
2964003,http://n2t.net/ark:/65665/344791c1a-6f86-41e0-b088-3d1de7553944,s.n.,decaspermum,decaspermum fruticosum,22,4,1847,112
p00691163,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00691163,,decaspermum,decaspermum fruticosum,16,6,1973,167
p00691165,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00691165,,decaspermum,decaspermum fruticosum,16,6,1973,167
p01168398,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01168398,,decaspermum,decaspermum fruticosum,16,6,1973,167
p00691163,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00691163,,decaspermum,decaspermum fruticosum,16,6,1973,167
p00691165,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00691165,,decaspermum,decaspermum fruticosum,16,6,1973,167
p01168398,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01168398,,decaspermum,decaspermum fruticosum,16,6,1973,167
547825,520b043f-e7a0-4ca5-ac55-0708df307d1a,collector number: 8297,decaspermum,decaspermum fruticosum,14,5,1987,134
547825,520b043f-e7a0-4ca5-ac55-0708df307d1a,collector number: 8297,decaspermum,decaspermum fruticosum,14,5,1987,134
3087346,http://n2t.net/ark:/65665/3a5e24739-49f5-4ef4-92d0-8ae79e356cd6,4867,decaspermum,decaspermum fruticosum,8,12,1983,342
3087346,http://n2t.net/ark:/65665/3a5e24739-49f5-4ef4-92d0-8ae79e356cd6,4867,decaspermum,decaspermum fruticosum,8,12,1983,342
164438,44b6baec-444f-44f9-9c97-466d5d877acb,collector number: 165,decaspermum,decaspermum fruticosum,8,6,1967,159
164442,895bdf23-0862-4ba4-9527-653ae019df69,collector number: 165,decaspermum,decaspermum fruticosum,8,6,1967,159
164438,44b6baec-444f-44f9-9c97-466d5d877acb,collector number: 165,decaspermum,decaspermum fruticosum,8,6,1967,159
164442,895bdf23-0862-4ba4-9527-653ae019df69,collector number: 165,decaspermum,decaspermum fruticosum,8,6,1967,159
574227,c2d4f200-bf2d-4ea0-a370-c4d77fd3b643,collector number: 4867,decaspermum,decaspermum fruticosum,12,8,1983,224
574227,c2d4f200-bf2d-4ea0-a370-c4d77fd3b643,collector number: 4867,decaspermum,decaspermum fruticosum,12,8,1983,224
p00501522,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00501522,,dendrobium,dendrobium biflorum,15,6,1973,166
p00501522,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00501522,,dendrobium,dendrobium biflorum,15,6,1973,166
p00299288,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00299288,,dendrobium,dendrobium biflorum,15,8,1983,227
p00299288,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00299288,,dendrobium,dendrobium biflorum,15,8,1983,227
3356616,http://n2t.net/ark:/65665/3210baaa8-49c6-486c-a9ff-25b5b620a587,60953,dendrobium,dendrobium biflorum,13,7,1981,194
3356616,http://n2t.net/ark:/65665/3210baaa8-49c6-486c-a9ff-25b5b620a587,60953,dendrobium,dendrobium biflorum,13,7,1981,194
2679434,http://n2t.net/ark:/65665/3e94d2032-fc39-42e2-8202-3f46c63c4d5e,82,dendrobium,dendrobium biflorum,6,7,1967,187
2679434,http://n2t.net/ark:/65665/3e94d2032-fc39-42e2-8202-3f46c63c4d5e,82,dendrobium,dendrobium biflorum,6,7,1967,187
3356612,http://n2t.net/ark:/65665/355be2603-0623-4000-9f51-063f45868883,2588,dendrobium,dendrobium biflorum,3,5,1983,123
3356612,http://n2t.net/ark:/65665/355be2603-0623-4000-9f51-063f45868883,2588,dendrobium,dendrobium biflorum,3,5,1983,123
420447,c1671823-6510-4a41-acb7-5e377aae11a0,collector number: 82b,dendrobium,dendrobium biflorum,6,7,1967,187
114025,f02a0479-8003-4e8c-bfb5-774ae882b4ec,collector number: 82,dendrobium,dendrobium biflorum,6,7,1967,187
420447,c1671823-6510-4a41-acb7-5e377aae11a0,collector number: 82b,dendrobium,dendrobium biflorum,6,7,1967,187
114025,f02a0479-8003-4e8c-bfb5-774ae882b4ec,collector number: 82,dendrobium,dendrobium biflorum,6,7,1967,187
114034,e5ba4dd2-eced-44e1-8ece-09af35e69a16,collector number: 17432,dendrobium,dendrobium crispatum,26,9,1934,269
114034,e5ba4dd2-eced-44e1-8ece-09af35e69a16,collector number: 17432,dendrobium,dendrobium crispatum,26,9,1934,269
114913,58b4cf00-b189-4ad6-8876-06ea5ecc4abf,collector number: 100,dendrobium,dendrobium crispatum,7,12,1967,341
114913,58b4cf00-b189-4ad6-8876-06ea5ecc4abf,collector number: 100,dendrobium,dendrobium crispatum,7,12,1967,341
114040,342b32a3-5658-4b11-8df0-c21c36efd39b,collector number: 58,dendrobium,dendrobium emarginatum,26,6,1967,177
p00398811,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00398811,,dendrobium,dendrobium emarginatum,26,6,1967,177
114040,342b32a3-5658-4b11-8df0-c21c36efd39b,collector number: 58,dendrobium,dendrobium emarginatum,26,6,1967,177
p00398811,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00398811,,dendrobium,dendrobium emarginatum,26,6,1967,177
2679423,http://n2t.net/ark:/65665/35f4761af-7472-4716-bd09-c080b4dfc305,58,dendrobium,dendrobium emarginatum,26,6,1967,177
2679423,http://n2t.net/ark:/65665/35f4761af-7472-4716-bd09-c080b4dfc305,58,dendrobium,dendrobium emarginatum,26,6,1967,177
761025,acabdf91-9fe9-4570-97e5-1de1e203b432,collector number: 82a,dendrobium,dendrobium emarginatum,6,7,1967,187
761025,acabdf91-9fe9-4570-97e5-1de1e203b432,collector number: 82a,dendrobium,dendrobium emarginatum,6,7,1967,187
s07-5171,s:vascularplants:s07-5171,s.n.,dendrobium,dendrobium involutum,2,11,1947,306
s07-5171,s:vascularplants:s07-5171,s.n.,dendrobium,dendrobium involutum,2,11,1947,306
,http://n2t.net/ark:/65665/343ad49f5-afd7-44f5-83e1-9f3e28beafa3,228,dendrobium,dendrobium sp.,22,6,1991,173
,http://n2t.net/ark:/65665/343ad49f5-afd7-44f5-83e1-9f3e28beafa3,228,dendrobium,dendrobium sp.,22,6,1991,173
cbg 9211993.1,549b390e-3156-4c18-9b74-16fc6e19787c,20967,dendroceros,dendroceros crispatus,11,7,1975,192
cbg 9211993.1,549b390e-3156-4c18-9b74-16fc6e19787c,20967,dendroceros,dendroceros crispatus,11,7,1975,192
pc0734103,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0734103,,dendroceros,dendroceros javanicus,19,9,2008,263
pc0734103,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0734103,,dendroceros,dendroceros javanicus,19,9,2008,263
18206,9f8da7f8-4af2-44b3-9a0f-147efb689611,collector number: 5365,desmodium,desmodium gangeticum,17,2,1931,48
18206,9f8da7f8-4af2-44b3-9a0f-147efb689611,collector number: 5365,desmodium,desmodium gangeticum,17,2,1931,48
3572806,http://n2t.net/ark:/65665/3cc01a903-c936-49e2-9649-1f86686289a1,5365,desmodium,desmodium gangeticum,17,2,1931,48
3572806,http://n2t.net/ark:/65665/3cc01a903-c936-49e2-9649-1f86686289a1,5365,desmodium,desmodium gangeticum,17,2,1931,48
154265,746a2230-fc5e-4683-988e-3b24408e9623,collector number: 135,desmodium,desmodium incanum,26,7,1967,207
154265,746a2230-fc5e-4683-988e-3b24408e9623,collector number: 135,desmodium,desmodium incanum,26,7,1967,207
635928,169fe60e-767b-4f2e-a889-e690cd53fb12,collector number: 140,desmodium,desmodium incanum,23,6,1990,174
635928,169fe60e-767b-4f2e-a889-e690cd53fb12,collector number: 140,desmodium,desmodium incanum,23,6,1990,174
635732,b4b51bcd-295c-424c-a92c-c39ec25ce70a,collector number: 328,desmodium,desmodium incanum,23,6,1991,174
635732,b4b51bcd-295c-424c-a92c-c39ec25ce70a,collector number: 328,desmodium,desmodium incanum,23,6,1991,174
3127456,http://n2t.net/ark:/65665/3d52f8d7a-1d13-4e0a-aaa2-6cdd1a3575aa,2080,desmodium,desmodium incanum,21,12,1981,355
3127456,http://n2t.net/ark:/65665/3d52f8d7a-1d13-4e0a-aaa2-6cdd1a3575aa,2080,desmodium,desmodium incanum,21,12,1981,355
,http://n2t.net/ark:/65665/314907b68-2bb3-42e1-b153-fb71b6c1e532,140,desmodium,desmodium incanum,23,6,1990,174
3444837,http://n2t.net/ark:/65665/3a72891a3-67f5-4a07-905c-e298e5b6b1a9,140,desmodium,desmodium incanum,23,6,1990,174
,http://n2t.net/ark:/65665/314907b68-2bb3-42e1-b153-fb71b6c1e532,140,desmodium,desmodium incanum,23,6,1990,174
3444837,http://n2t.net/ark:/65665/3a72891a3-67f5-4a07-905c-e298e5b6b1a9,140,desmodium,desmodium incanum,23,6,1990,174
18213,64b484a3-8e99-43a5-8b0e-16bba772a51c,collector number: 5362,desmodium,desmodium scorpiurus,17,2,1931,48
18213,64b484a3-8e99-43a5-8b0e-16bba772a51c,collector number: 5362,desmodium,desmodium scorpiurus,17,2,1931,48
22364,ce9898a6-cb75-4fe6-bb00-cea9c58aaefa,collector number: 175,dianella,dianella intermedia,6,8,1967,218
22364,ce9898a6-cb75-4fe6-bb00-cea9c58aaefa,collector number: 175,dianella,dianella intermedia,6,8,1967,218
693930,d3ebe508-1445-49d4-a6bb-08362a0472f7,collector number: ia 12220,dichotomaria,dichotomaria apiculata,27,12,1973,361
693930,d3ebe508-1445-49d4-a6bb-08362a0472f7,collector number: ia 12220,dichotomaria,dichotomaria apiculata,27,12,1973,361
598543,ff3b70ea-2760-4cd5-b930-1ce5aeed15bc,collector number: 61015,dicranopteris,dicranopteris linearis,15,7,1981,196
598543,ff3b70ea-2760-4cd5-b930-1ce5aeed15bc,collector number: 61015,dicranopteris,dicranopteris linearis,15,7,1981,196
491558,f552303c-e884-4240-85f7-b58fb1afbb88,collector number: 2140,dicranopteris,dicranopteris linearis,24,12,1981,358
491558,f552303c-e884-4240-85f7-b58fb1afbb88,collector number: 2140,dicranopteris,dicranopteris linearis,24,12,1981,358
3346954,http://n2t.net/ark:/65665/370cf287e-aa5b-494c-be57-0ffb975e74e5,61015,dicranopteris,dicranopteris linearis,15,7,1981,196
3346954,http://n2t.net/ark:/65665/370cf287e-aa5b-494c-be57-0ffb975e74e5,61015,dicranopteris,dicranopteris linearis,15,7,1981,196
fusion201552,http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion201552,,dictyosphaeria,dictyosphaeria cavernosa,30,4,1998,120
fusion201552,http://coldb.mnhn.fr/catalognumber/mnhn/pc/fusion201552,,dictyosphaeria,dictyosphaeria cavernosa,30,4,1998,120
3347473,http://n2t.net/ark:/65665/38692d09b-a47a-4305-9824-65f6dd67a2fd,2593,didymoglossum,didymoglossum tahitense,3,7,1983,184
3347473,http://n2t.net/ark:/65665/38692d09b-a47a-4305-9824-65f6dd67a2fd,2593,didymoglossum,didymoglossum tahitense,3,7,1983,184
574247,6deba960-09f6-4cb4-8553-9b64a2a52142,collector number: 5024,digitaria,digitaria ciliaris,20,8,1983,232
574247,6deba960-09f6-4cb4-8553-9b64a2a52142,collector number: 5024,digitaria,digitaria ciliaris,20,8,1983,232
604104,cfbcc111-ce40-4ab7-a19e-7a1ca08cbdd9,collector number: 61026,digitaria,digitaria horizontalis,15,7,1981,196
604104,cfbcc111-ce40-4ab7-a19e-7a1ca08cbdd9,collector number: 61026,digitaria,digitaria horizontalis,15,7,1981,196
492706,820584f8-fe0f-41ae-ad85-fc6334ebe30e,collector number: 5025,digitaria,digitaria setigera,20,8,1983,232
492706,820584f8-fe0f-41ae-ad85-fc6334ebe30e,collector number: 5025,digitaria,digitaria setigera,20,8,1983,232
3382664,http://n2t.net/ark:/65665/35e0d33a1-d5ec-451f-96a2-ab16c7e7806f,244,digitaria,digitaria setigera,25,6,1990,176
3382664,http://n2t.net/ark:/65665/35e0d33a1-d5ec-451f-96a2-ab16c7e7806f,244,digitaria,digitaria setigera,25,6,1990,176
3382675,http://n2t.net/ark:/65665/3fd079dd3-6551-41e2-b89c-d0671d6dee65,61026,digitaria,digitaria setigera,15,7,1981,196
3382675,http://n2t.net/ark:/65665/3fd079dd3-6551-41e2-b89c-d0671d6dee65,61026,digitaria,digitaria setigera,15,7,1981,196
,http://n2t.net/ark:/65665/34244c889-335a-4976-ba58-e10793759204,244,digitaria,digitaria setigera var. microbachne,25,6,1990,176
,http://n2t.net/ark:/65665/34244c889-335a-4976-ba58-e10793759204,244,digitaria,digitaria setigera var. microbachne,25,6,1990,176
18001,c44c674f-52ef-4358-98db-bbbc123edd00,collector number: 5398,dioscorea,dioscorea alata,18,2,1931,49
