dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
urn:catalog:mo:tropicos:531344,thomas 6736,sabicea,sabicea pilosa,20,2,1987,51
urn:catalog:mo:tropicos:511031,manning 1717,sabicea,sabicea pilosa,4,8,1987,216
urn:catalog:mo:tropicos:515406,gereau 5503,sabicea,sabicea pilosa,4,6,1994,155
urn:catalog:mo:tropicos:534511,thomas 4713,sabicea,sabicea speciosa,4,12,1985,338
urn:catalog:mo:tropicos:513862,harris 2400,sabicea,sabicea speciosa,7,10,1990,280
http://specimens.kew.org/herbarium/k000093861,2400,sabicea,sabicea speciosa,10,7,1990,191
65b3b456-21ba-44bd-a30c-aa3a8f796180,60,salacia,salacia,9,7,1990,190
https://data.biodiversitydata.nl/naturalis/specimen/wag.1445348,"manning, sd  1739",salacia,salacia  l.,10,4,1987,100
https://data.biodiversitydata.nl/naturalis/specimen/wag.1445384,"burgt, xm van der  569",salacia,salacia  l.,5,1,2000,5
urn:catalog:mo:tropicos:164898,thomas 4319,salacia,salacia alata de wild.,24,1,1985,24
urn:catalog:mo:tropicos:164920,thomas 7557,salacia,salacia alata de wild.,4,3,1988,64
https://data.biodiversitydata.nl/naturalis/specimen/wag0064093,"burgt, xm van der  592",salacia,salacia alata de wild. var. alata,4,2,2000,35
https://data.biodiversitydata.nl/naturalis/specimen/wag.1544309,"burgt, xm van der  592",salacia,salacia alata de wild. var. alata,4,2,2000,35
https://data.biodiversitydata.nl/naturalis/specimen/wag.1544656,"thomas, dw  4761",salacia,salacia dusenii,30,4,1985,120
urn:catalog:mo:tropicos:1817961,sainge 371,salacia,salacia lehmbachii,17,2,2000,48
urn:catalog:mo:tropicos:1819290,sainge 467,salacia,salacia lehmbachii,5,7,2000,187
urn:catalog:mo:tropicos:163291,thomas 7862,salacia,salacia letouzeyana,25,5,1988,146
https://data.biodiversitydata.nl/naturalis/specimen/wag.1257273,"thomas, dw  6710",salacia,salacia regeliana,20,2,1987,51
https://data.biodiversitydata.nl/naturalis/specimen/wag.1257272,"thomas, dw  6710",salacia,salacia regeliana,20,2,1987,51
urn:catalog:mo:tropicos:164979,thomas 6710,salacia,salacia regeliana,20,2,1987,51
urn:catalog:mo:tropicos:163130,thomas 6749,salacia,salacia regeliana,20,2,1987,51
urn:catalog:mo:tropicos:163427,thomas 4757,salacia,salacia regeliana,4,12,1985,338
urn:catalog:mo:tropicos:164941,thomas 5760,salacia,salacia regeliana,3,10,1986,276
urn:catalog:mo:tropicos:164985,thomas 7508,salacia,salacia staudtiana,4,1,1988,4
urn:catalog:mo:tropicos:164994,thomas 8113,salacia,salacia staudtiana,6,10,1988,280
urn:catalog:mo:tropicos:164314,gereau 5495,salacia,salacia staudtiana,4,6,1994,155
https://data.biodiversitydata.nl/naturalis/specimen/wag.1257417,"thomas, dw",salacia,salacia staudtiana,1,4,1988,92
https://data.biodiversitydata.nl/naturalis/specimen/wag.1257418,"thomas, dw  8113",salacia,salacia staudtiana,10,6,1988,162
http://specimens.kew.org/herbarium/k000093739,6733,salacighia,salacighia,20,2,1987,51
https://data.biodiversitydata.nl/naturalis/specimen/wag.1445597,"thomas, dw  6733",salacighia,salacighia letestuana,20,2,1987,51
urn:catalog:mo:tropicos:165012,thomas 6733,salacighia,salacighia letestuana,20,2,1987,51
urn:catalog:mo:tropicos:163392,thomas 4717,salacighia,salacighia letestuana,4,12,1985,338
http://specimens.kew.org/herbarium/k000093738,4717,salacighia,salacighia letestuana,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1218613,"doumenge, c  358",santiria,santiria trimera,16,3,1987,75
https://data.biodiversitydata.nl/naturalis/specimen/wag.1218623,"kenfack, d  1098",santiria,santiria trimera,25,4,1998,115
urn:catalog:mo:tropicos:118807,doumenge 358,santiria,santiria trimera,16,3,1987,75
urn:catalog:mo:tropicos:1301172,kenfack 1098,santiria,santiria trimera,25,4,1998,115
urn:catalog:mo:tropicos:172112,thomas 4725,undesignated,sapindaceae juss.,4,12,1985,338
urn:catalog:mo:tropicos:1254690,harris 2840,undesignated,sapindaceae juss.,4,1,1991,4
urn:catalog:mo:tropicos:1814735,sainge 636,undesignated,sapindaceae juss.,8,6,2000,160
urn:catalog:mo:tropicos:405075,thomas 3220,undesignated,sapotaceae juss.,28,2,1984,59
urn:catalog:mo:tropicos:405069,thomas 3219,undesignated,sapotaceae juss.,28,2,1984,59
urn:catalog:mo:tropicos:405093,thomas 7845,undesignated,sapotaceae juss.,22,5,1988,143
urn:catalog:mo:tropicos:405105,thomas 7878,undesignated,sapotaceae juss.,25,5,1988,146
https://data.biodiversitydata.nl/naturalis/specimen/wag.1934557,"manning, sd  72",sarcophrynium,sarcophrynium,27,8,1986,239
bf062ff6-1ec7-4750-aa6f-b6b4924b9596,116,sarcophrynium,sarcophrynium,14,9,1990,257
urn:catalog:mo:tropicos:628411,manning 72,sarcophrynium,sarcophrynium brachystachys,27,8,1986,239
urn:catalog:mo:tropicos:630999,harris 2511,sarcophrynium,sarcophrynium brachystachys,15,9,1990,258
urn:catalog:mo:tropicos:618805,thomas 4348,scadoxus,scadoxus cinnabarinus,24,1,1985,24
http://specimens.kew.org/herbarium/k000094962,5744,scaphopetalum,scaphopetalum,10,3,1986,69
http://specimens.kew.org/herbarium/k000094961,7521,scaphopetalum,scaphopetalum,1,4,1988,92
urn:catalog:mo:tropicos:191771,harris 2502,scaphopetalum,scaphopetalum acuminatum,14,9,1990,257
urn:catalog:mo:tropicos:193027,thomas 5744,scaphopetalum,scaphopetalum acuminatum,3,10,1986,276
urn:catalog:mo:tropicos:193829,thomas 3332,scaphopetalum,scaphopetalum brunneo-purpureum engl. & krause,24,3,1984,84
urn:catalog:mo:tropicos:191784,harris 2683,scaphopetalum,scaphopetalum longepedunculatum,16,1,1991,16
urn:catalog:mo:tropicos:191790,harris 2828,scaphopetalum,scaphopetalum longepedunculatum,31,3,1991,90
urn:catalog:mo:tropicos:193505,thomas 6892,scaphopetalum,scaphopetalum longepedunculatum,8,8,1987,220
urn:catalog:mo:tropicos:193942,thomas 7521,scaphopetalum,scaphopetalum longepedunculatum,4,1,1988,4
urn:catalog:mo:tropicos:193927,thomas 7519,scaphopetalum,scaphopetalum longepedunculatum,4,1,1988,4
urn:catalog:mo:tropicos:193935,thomas 7520,scaphopetalum,scaphopetalum longepedunculatum,4,1,1988,4
urn:catalog:mo:tropicos:193900,thomas 3355,scaphopetalum,scaphopetalum parvifolium,24,3,1984,84
http://n2t.net/ark:/65665/3f062e67a-d560-422c-9ba0-e994c8bbba57,2683,scaphopetalum,scaphopetalum sp.,16,1,1991,16
urn:catalog:mo:tropicos:192992,thomas 4340,scaphopetalum,scaphopetalum talbotii,24,1,1985,24
urn:catalog:mo:tropicos:193442,thomas 4571,scaphopetalum,scaphopetalum talbotii,27,3,1985,86
urn:catalog:mo:tropicos:193083,thomas 5780,scaphopetalum,scaphopetalum talbotii,3,10,1986,276
urn:catalog:mo:tropicos:1812892,sainge 522,schumeria,schumeria litwinowii,6,8,2000,219
urn:catalog:mo:tropicos:1823265,sainge 874,sciaphila,sciaphila ledermannii,18,9,2001,261
urn:catalog:mo:tropicos:194723,thomas 7605,sciaphila,sciaphila ledermannii,4,3,1988,64
urn:catalog:mo:tropicos:1824666,sainge 919,sciaphila,sciaphila ledermannii,1,8,2002,213
urn:catalog:mo:tropicos:883552,gereau 5580,scleria,scleria naumanniana,25,11,1994,329
urn:catalog:mo:tropicos:269941,thomas 6702,scleria,scleria naumanniana,20,2,1987,51
urn:catalog:mo:tropicos:267735,thomas 3248,scleria,scleria p.j. bergius,28,2,1984,59
urn:catalog:mo:tropicos:290713,thomas 4143,sclerosperma,sclerosperma mannii,12,5,1984,133
https://data.biodiversitydata.nl/naturalis/specimen/wag.1144180,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag0224365,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag.1144178,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag0224363,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag.1144177,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag0224364,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag8002895,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag0224362,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag0224361,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag.1144176,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
https://data.biodiversitydata.nl/naturalis/specimen/wag.1144179,"burgt, xm van der",sclerosperma,sclerosperma mannii,3,12,2005,337
urn:catalog:mo:tropicos:260372,thomas 5762,scottellia,scottellia coriacea,3,10,1986,276
urn:catalog:mo:tropicos:714524,thomas 4288,scyphosyce,scyphosyce manniana,19,1,1985,19
urn:catalog:mo:tropicos:714102,thomas 6714,scyphosyce,scyphosyce manniana,20,2,1987,51
http://specimens.kew.org/herbarium/k000181726,4288,scyphosyce,scyphosyce pandurata,19,1,1985,19
https://data.biodiversitydata.nl/naturalis/specimen/wag.1110576,"thomas, dw  4288",scyphosyce,scyphosyce pandurata,19,1,1985,19
http://coldb.mnhn.fr/catalognumber/mnhn/p/p06824977,,scyphosyce,scyphosyce pandurata,21,4,1987,111
urn:catalog:mo:tropicos:714239,thomas 6869,scyphosyce,scyphosyce pandurata,8,8,1987,220
urn:catalog:mo:tropicos:714005,thomas 7558,scyphosyce,scyphosyce pandurata,4,3,1988,64
http://specimens.kew.org/herbarium/k000181727,7558,scyphosyce,scyphosyce pandurata,3,4,1988,94
https://data.biodiversitydata.nl/naturalis/specimen/wag.1110577,"thomas, dw",scyphosyce,scyphosyce pandurata,3,4,1988,94
urn:catalog:mo:tropicos:805715,harris 2689,undesignated,scytopetalaceae engl.,16,1,1991,16
https://data.biodiversitydata.nl/naturalis/specimen/wag.1528446,"burgt, xm van der",scytopetalum,scytopetalum klaineanum,27,1,2004,27
urn:catalog:mo:tropicos:194696,thomas 7120,scytopetalum,scytopetalum klaineanum,8,8,1987,220
https://data.biodiversitydata.nl/naturalis/specimen/wag.1528537,"burgt, xm van der  759",scytopetalum,scytopetalum tieghemii,29,4,2005,119
urn:catalog:mo:tropicos:533957,thomas 5591,sericanthe,sericanthe auriculata,16,2,1986,47
urn:catalog:mo:tropicos:529992,thomas 4764,sericanthe,sericanthe auriculata,4,12,1985,338
http://specimens.kew.org/herbarium/k000510449,4764,sericanthe,sericanthe auriculata,1,4,1985,91
https://data.biodiversitydata.nl/naturalis/specimen/wag.1400892,"thomas, dw  4764",sericanthe,sericanthe auriculata,12,4,1985,102
http://specimens.kew.org/herbarium/k000510448,5591,sericanthe,sericanthe auriculata,1,2,1986,32
http://specimens.kew.org/herbarium/k000518929,7974,sherbournia,sherbournia curvipes,13,4,1996,104
http://specimens.kew.org/herbarium/k000518928,215,sherbournia,sherbournia zenkeri,25,4,1996,116
http://specimens.kew.org/herbarium/k000518926,1872,sherbournia,sherbournia zenkeri,10,4,1996,101
http://specimens.kew.org/herbarium/k000518927,1872,sherbournia,sherbournia zenkeri,10,4,1996,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1819764,"etuge, m  1872",sherbournia,sherbournia zenkeri,10,4,1996,101
https://data.biodiversitydata.nl/naturalis/specimen/wag.1255192,"burgt, xm van der  586",sibangea,sibangea similis,23,1,2000,23
https://data.biodiversitydata.nl/naturalis/specimen/wag.1255185,"burgt, xm van der",sibangea,sibangea similis,16,3,2004,76
urn:catalog:mo:tropicos:1813850,sainge 568,sibangea,sibangea similis,20,6,2000,172
urn:catalog:mo:tropicos:140806,thomas 4790,sibangea,sibangea similis,4,12,1985,338
http://specimens.kew.org/herbarium/k000181072,4790,sibangea,sibangea similis,12,4,1985,102
f2e756f9-3a2c-4246-8847-072f12129701,109,sonchus,sonchus,13,9,1990,256
https://data.biodiversitydata.nl/naturalis/specimen/wag.1090630,"thomas, dw  6876",soyauxia,soyauxia gabonensis oliv.,31,1,1987,31
urn:catalog:mo:tropicos:100813598,ird 266,soyauxia,soyauxia talbotii,28,2,2012,59
urn:catalog:mo:tropicos:100813615,ird 283,soyauxia,soyauxia talbotii,28,2,2012,59
http://n2t.net/ark:/65665/3a004c3f4-7c0f-403c-9a12-8775c7f2c71c,6876,soyauxia,soyauxia talbotii,22,4,1987,112
urn:catalog:mo:tropicos:1820107,sainge 662,soyauxia,soyauxia talbotii,25,8,2000,238
urn:catalog:mo:tropicos:727702,thomas 5846,soyauxia,soyauxia talbotii,3,10,1986,276
urn:catalog:mo:tropicos:727694,thomas 6876,soyauxia,soyauxia talbotii,8,8,1987,220
http://n2t.net/ark:/65665/371043d3c-64f6-4b26-ac78-745922fb7bac,5583,stanfieldiella,stanfieldiella brachycarpa,16,2,1986,47
urn:catalog:mo:tropicos:609371,thomas 4573,stanfieldiella,stanfieldiella brachycarpa,27,3,1985,86
urn:catalog:mo:tropicos:609451,thomas 5583,stanfieldiella,stanfieldiella imperforata,16,2,1986,47
http://n2t.net/ark:/65665/33a6d5e22-c5e3-47f5-82af-9e59177f96fd,2994,stanfieldiella,stanfieldiella imperforata,27,7,1991,208
http://n2t.net/ark:/65665/3ca27c663-38ad-40a7-a779-fdd9cd50c67b,2983,stanfieldiella,stanfieldiella oligantha,26,7,1991,207
http://n2t.net/ark:/65665/3a9a26bfa-fb22-4568-b542-d54503da5c8e,2995,stanfieldiella,stanfieldiella oligantha,27,7,1991,208
urn:catalog:mo:tropicos:758838,thomas 7679,staudtia,staudtia kamerunensis,4,7,1988,186
1fb0a02f-4e3d-47a1-bbcd-bea34a6c6964,13,staudtia,staudtia kamerunensis,9,4,1990,99
http://specimens.kew.org/herbarium/k000518918,1979,staurogyne,staurogyne kamerunensis,14,4,1996,105
http://specimens.kew.org/herbarium/k000518915,8027 a,staurogyne,staurogyne kamerunensis,14,4,1996,105
http://specimens.kew.org/herbarium/k000518914,158,staurogyne,staurogyne kamerunensis,24,4,1996,115
http://specimens.kew.org/herbarium/k000461069,0 s.n,staurogyne,staurogyne kamerunensis,1,1,1991,1
urn:catalog:mo:tropicos:96930,thomas 7540,stemonocoleus,stemonocoleus micranthus,4,1,1988,4
urn:catalog:mo:tropicos:502960,thomas 4132,stenandriopsis,stenandriopsis guineensis,12,5,1984,133
urn:catalog:mo:tropicos:502711,thomas 2688,stenandriopsis,stenandriopsis talbotii,12,10,1983,285
https://data.biodiversitydata.nl/naturalis/specimen/wag.1102337,"manning, sd  65",stephania,stephania dinklagei,27,8,1986,239
urn:catalog:mo:tropicos:193885,thomas 3352,sterculia,sterculia rhinopetala,24,3,1984,84
urn:catalog:mo:tropicos:192959,doumenge 355,undesignated,sterculiaceae vent.,16,3,1987,75
urn:catalog:mo:tropicos:192967,doumenge 356,undesignated,sterculiaceae vent.,16,3,1987,75
urn:catalog:mo:tropicos:192974,doumenge 413,undesignated,sterculiaceae vent.,20,3,1987,79
urn:catalog:mo:tropicos:1300707,kenfack 844,undesignated,sterculiaceae vent.,28,6,1997,179
urn:catalog:mo:tropicos:191765,harris 2486a,undesignated,sterculiaceae vent.,9,2,1990,40
https://data.biodiversitydata.nl/naturalis/specimen/wag.1172573,"sonké, b  370",stipularia,stipularia africana,28,12,1992,363
urn:catalog:mo:tropicos:1823121,sainge 850,stipularia,stipularia africana,7,8,2001,219
http://specimens.kew.org/herbarium/k000023958,746 b,strephonema,strephonema,15,4,2005,105
https://data.biodiversitydata.nl/naturalis/specimen/wag.1923759,"burgt, xm van der  746 b",strephonema,strephonema,15,4,2005,105
urn:catalog:mo:tropicos:1821726,sainge 823a,strephonema,strephonema pseudocola,18,6,2001,169
urn:catalog:mo:tropicos:1573554,sainge 823,strephonema,strephonema pseudocola,7,4,2001,97
https://data.biodiversitydata.nl/naturalis/specimen/wag.1478348,"burgt, xm van der  746",strephonema,strephonema sericeum,15,4,2005,105
https://data.biodiversitydata.nl/naturalis/specimen/wag.1478350,"burgt, xm van der  746",strephonema,strephonema sericeum,15,4,2005,105
https://data.biodiversitydata.nl/naturalis/specimen/wag.1478349,"burgt, xm van der  746",strephonema,strephonema sericeum,15,4,2005,105
urn:catalog:mo:tropicos:305276,thomas 4585,strephonema,strephonema sericeum,27,3,1985,86
urn:catalog:mo:tropicos:492056,thomas 4128,streptocarpus,streptocarpus saundersii,12,5,1984,133
urn:catalog:mo:tropicos:727971,thomas 3368,strombosia,strombosia grandifolia,24,3,1984,84
urn:catalog:mo:tropicos:100813594,ird 262,strombosia,strombosia pustulata,28,2,2012,59
urn:catalog:mo:tropicos:1301120,kenfack 1077,strombosia,strombosia pustulata,28,3,1998,87
urn:catalog:mo:tropicos:1300624,kenfack 701,strombosia,strombosia pustulata,25,4,1997,115
urn:catalog:mo:tropicos:729385,thomas 5871,strombosia,strombosia pustulata,3,10,1986,276
urn:catalog:mo:tropicos:729217,thomas 5721,strombosia,strombosia pustulata,3,10,1986,276
urn:catalog:mo:tropicos:729290,thomas 5785,strombosia,strombosia pustulata,3,10,1986,276
urn:catalog:mo:tropicos:1300563,kenfack 624,strombosia,strombosia pustulata,4,4,1997,94
https://data.biodiversitydata.nl/naturalis/specimen/wag.1123528,"burgt, xm van der  608",strombosia,strombosia pustulata,7,6,2000,159
https://data.biodiversitydata.nl/naturalis/specimen/wag.1123721,"burgt, xm van der",strombosiopsis,strombosiopsis tetrandra,22,9,2004,266
urn:catalog:mo:tropicos:100813611,ird 279,strombosiopsis,strombosiopsis tetrandra,28,2,2012,59
urn:catalog:mo:tropicos:100813603,ird 271,strombosiopsis,strombosiopsis tetrandra,28,2,2012,59
urn:catalog:mo:tropicos:1820247,sainge 671,strombosiopsis,strombosiopsis tetrandra,26,8,2000,239
urn:catalog:mo:tropicos:728984,harris 2832,strombosiopsis,strombosiopsis tetrandra,4,1,1991,4
urn:catalog:mo:tropicos:1815290,sainge 223,strombosiopsis,strombosiopsis tetrandra,1,7,2000,183
https://data.biodiversitydata.nl/naturalis/specimen/wag.1123720,"harris, dj  2832",strombosiopsis,strombosiopsis tetrandra,1,4,1991,91
urn:catalog:mo:tropicos:431004,doumenge 366,strophanthus,strophanthus sarmentosus,16,3,1987,75
http://specimens.kew.org/herbarium/k000028185,4278,strophanthus,strophanthus thollonii,19,1,1985,19
https://data.biodiversitydata.nl/naturalis/specimen/wag.1605662,"thomas, dw  4278",strophanthus,strophanthus thollonii,19,1,1985,19
urn:catalog:mo:tropicos:425008,thomas 4278,strophanthus,strophanthus thollonii,19,1,1985,19
urn:catalog:mo:tropicos:425021,thomas 4743,strophanthus,strophanthus thollonii,4,12,1985,338
urn:catalog:mo:tropicos:413107,thomas 5776,strychnos,strychnos aculeata,3,10,1986,276
https://data.biodiversitydata.nl/naturalis/specimen/wag.1062051,"thomas, dw  6851",strychnos,strychnos angolensis,31,1,1987,31
urn:catalog:mo:tropicos:413403,thomas 4711,strychnos,strychnos angolensis,4,12,1985,338
urn:catalog:mo:tropicos:413264,thomas 6851,strychnos,strychnos angolensis,8,8,1987,220
https://data.biodiversitydata.nl/naturalis/specimen/wag.1062061,"thomas, dw  4711",strychnos,strychnos angolensis,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1062627,"thomas, dw  5610",strychnos,strychnos camptoneura,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag.1062626,"thomas, dw  6852",strychnos,strychnos camptoneura,31,1,1987,31
urn:catalog:mo:tropicos:413370,thomas 5610,strychnos,strychnos camptoneura,16,2,1986,47
urn:catalog:mo:tropicos:1822633,sainge 828,strychnos,strychnos camptoneura,18,6,2001,169
urn:catalog:mo:tropicos:413498,thomas 4749,strychnos,strychnos camptoneura,4,12,1985,338
http://n2t.net/ark:/65665/3e5abdb06-8cd0-41df-ad58-151cdc29f5c7,4749,strychnos,strychnos camptoneura,4,12,1985,338
urn:catalog:mo:tropicos:413271,thomas 6852,strychnos,strychnos camptoneura,8,8,1987,220
urn:catalog:mo:tropicos:1819273,sainge 464,strychnos,strychnos camptoneura,5,6,2000,157
urn:catalog:mo:tropicos:1812910,sainge 525,strychnos,strychnos camptoneura,6,8,2000,219
http://specimens.kew.org/herbarium/k000028381,4749,strychnos,strychnos camptoneura,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1062629,"thomas, dw  4749",strychnos,strychnos camptoneura,12,4,1985,102
http://specimens.kew.org/herbarium/k000028382,6852,strychnos,strychnos camptoneura,1,1,1987,1
https://data.biodiversitydata.nl/naturalis/specimen/wag.1062845,"thomas, dw  4728",strychnos,strychnos chrysophylla,21,4,1985,111
http://specimens.kew.org/herbarium/k000028383,4728,strychnos,strychnos chrysophylla,12,4,1985,102
urn:catalog:mo:tropicos:413329,thomas 5576,strychnos,strychnos colubrina,16,2,1986,47
urn:catalog:mo:tropicos:413188,thomas 5879,strychnos,strychnos colubrina,3,10,1986,276
urn:catalog:mo:tropicos:413182,thomas 5875,strychnos,strychnos colubrina,3,10,1986,276
urn:catalog:mo:tropicos:1819280,sainge 466,strychnos,strychnos colubrina,5,7,2000,187
urn:catalog:mo:tropicos:1814777,sainge 641,strychnos,strychnos colubrina,8,7,2000,190
https://data.biodiversitydata.nl/naturalis/specimen/wag.1063305,"thomas, dw  4286",strychnos,strychnos densiflora,19,1,1985,19
urn:catalog:mo:tropicos:413489,thomas 4286,strychnos,strychnos densiflora,19,1,1985,19
urn:catalog:mo:tropicos:1819190,sainge 452,strychnos,strychnos johnsonii,26,4,2000,117
urn:catalog:mo:tropicos:413379,thomas 4699,strychnos,strychnos ngouniensis,4,12,1985,338
https://data.biodiversitydata.nl/naturalis/specimen/wag.1065471,"thomas, dw  4699",strychnos,strychnos ngouniensis,12,4,1985,102
urn:catalog:mo:tropicos:1819217,sainge 455,strychnos,strychnos phaeotricha,27,4,2000,118
urn:catalog:mo:tropicos:413395,thomas 4706,strychnos,strychnos phaeotricha,4,12,1985,338
http://n2t.net/ark:/65665/32975e9aa-d7a5-4e39-b3ae-458606388baa,4706,strychnos,strychnos phaeotricha,4,12,1985,338
http://specimens.kew.org/herbarium/k000028392,4706,strychnos,strychnos phaeotricha,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1065733,"thomas, dw  4706",strychnos,strychnos phaeotricha,12,4,1985,102
urn:catalog:mo:tropicos:413442,thomas 4727,strychnos,strychnos samba,4,12,1985,338
http://specimens.kew.org/herbarium/k000028374,4727,strychnos,strychnos samba,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1066041,"thomas, dw  4727",strychnos,strychnos samba,12,4,1985,102
https://data.biodiversitydata.nl/naturalis/specimen/wag.1067017,"burgt, xm van der  567",strychnos,strychnos tricalysioides,4,1,2000,4
https://data.biodiversitydata.nl/naturalis/specimen/wag.1067018,"burgt, xm van der  728",strychnos,strychnos tricalysioides,4,1,2005,4
http://specimens.kew.org/herbarium/k000460361,933,strychnos,strychnos urceolata,23,5,2007,143
https://data.biodiversitydata.nl/naturalis/specimen/wag.1067064,"burgt, xm van der",strychnos,strychnos urceolata,23,5,2007,143
urn:catalog:mo:tropicos:1812847,sainge 520,strychnos,strychnos urceolata,6,7,2000,188
http://n2t.net/ark:/65665/3e6118e01-389b-476d-8735-bcfe66826cb5,5857,stylochaeton,stylochaeton zenkeri,3,10,1986,276
urn:catalog:mo:tropicos:350697,thomas 5857,stylochiton,stylochiton zenkeri,3,10,1986,276
urn:catalog:cas:bot-bc:601767,5857,stylochiton,stylochiton zenkeri,10,3,1986,69
urn:catalog:mo:tropicos:201863,thomas 6861,symphonia,symphonia globulifera,8,8,1987,220
urn:catalog:mo:tropicos:1819221,sainge 456,symphonia,symphonia verrucosa,28,4,2000,119
https://data.biodiversitydata.nl/naturalis/specimen/wag.1824091,"kenfack, d  1028",synsepalum,synsepalum,6,2,1998,37
urn:catalog:mo:tropicos:404899,thomas 7122,synsepalum,synsepalum afzelii,8,8,1987,220
http://specimens.kew.org/herbarium/k000029730,7122,synsepalum,synsepalum afzelii,1,1,1987,1
https://data.biodiversitydata.nl/naturalis/specimen/wag.1877213,"thomas, dw  7122",synsepalum,synsepalum cerasiferum,31,1,1987,31
urn:catalog:mo:tropicos:1816530,sainge 344,syrrhonema,syrrhonema fasciculatum,2,8,2000,215
https://data.biodiversitydata.nl/naturalis/specimen/wag.1117427,"burgt, xm van der",syzygium,syzygium owariense,25,8,2004,238
urn:catalog:mo:tropicos:309424,thomas 5842,syzygium,syzygium p. browne ex gaertn.,3,10,1986,276
urn:catalog:mo:tropicos:309409,thomas 5815,syzygium,syzygium p. browne ex gaertn.,3,10,1986,276
https://data.biodiversitydata.nl/naturalis/specimen/wag.1605180,"thomas, dw  3179",tabernaemontana,tabernaemontana brachyantha,28,2,1984,59
http://specimens.kew.org/herbarium/k000023171,1121,tabernaemontana,tabernaemontana brachyantha,18,2,2008,49
https://data.biodiversitydata.nl/naturalis/specimen/wag.1605191,"burgt, xm van der",tabernaemontana,tabernaemontana brachyantha,18,2,2008,49
urn:catalog:mo:tropicos:421384,thomas 3179,tabernaemontana,tabernaemontana brachyantha,28,2,1984,59
urn:catalog:mo:tropicos:100813612,ird 280,tabernaemontana,tabernaemontana brachyantha,28,2,2012,59
urn:catalog:mo:tropicos:421420,thomas 5736,tabernaemontana,tabernaemontana brachyantha,3,10,1986,276
http://specimens.kew.org/herbarium/k000028136,3179,tabernaemontana,tabernaemontana brachyantha,3,4,1984,94
http://specimens.kew.org/herbarium/k000028137,5736,tabernaemontana,tabernaemontana brachyantha,10,3,1986,69
https://data.biodiversitydata.nl/naturalis/specimen/wag.1605170,"thomas, dw",tabernaemontana,tabernaemontana brachyantha,10,3,1986,69
https://data.biodiversitydata.nl/naturalis/specimen/wag.1674531,"thomas, dw  4329",tabernaemontana,tabernaemontana crassa,24,1,1985,24
urn:catalog:mo:tropicos:423924,thomas 4329,tabernaemontana,tabernaemontana crassa,24,1,1985,24
urn:catalog:mo:tropicos:423950,thomas 7575,tabernaemontana,tabernaemontana crassa,4,3,1988,64
https://data.biodiversitydata.nl/naturalis/specimen/wag.1674555,"thomas, dw",tabernaemontana,tabernaemontana crassa,3,4,1988,94
http://specimens.kew.org/herbarium/k000028126,5615,tabernaemontana,tabernaemontana eglandulosa,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag.1674106,"thomas, dw  5615",tabernaemontana,tabernaemontana eglandulosa,16,2,1986,47
https://data.biodiversitydata.nl/naturalis/specimen/wag.1674115,"burgt, xm van der",tabernaemontana,tabernaemontana eglandulosa,26,2,2004,57
urn:catalog:mo:tropicos:421391,thomas 4320a,tabernaemontana,tabernaemontana eglandulosa,24,1,1985,24
urn:catalog:mo:tropicos:424832,thomas 5615,tabernaemontana,tabernaemontana eglandulosa,16,2,1986,47
urn:catalog:mo:tropicos:1820178,sainge 667,tabernaemontana,tabernaemontana eglandulosa,25,8,2000,238
http://specimens.kew.org/herbarium/k000028145,3345,tabernaemontana,tabernaemontana penduliflora,24,3,1984,84
urn:catalog:mo:tropicos:423957,thomas 7576,tabernaemontana,tabernaemontana penduliflora,4,3,1988,64
