dwc:catalogNumber,dwc:datasetID,dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
39259,,f672cb5c-cfdd-48e1-a9d8-662c59888632,cyperus,cyperus triceps,26,9,1956,270
39259,,f672cb5c-cfdd-48e1-a9d8-662c59888632,cyperus,cyperus triceps,26,9,1956,270
l.1383581,,https://data.biodiversitydata.nl/naturalis/specimen/l.1383581,cyperus,cyperus triceps endl. [1],28,4,1964,119
l.1383581,,https://data.biodiversitydata.nl/naturalis/specimen/l.1383581,cyperus,cyperus triceps endl. [1],28,4,1964,119
13273,7ddf754f-d193-4cc9-b351-99906754a03b,2505dbb6-14cc-4492-b290-edf145cc2210,eranthemum,daedalacanthus purpurascens,14,1,1959,14
13273,7ddf754f-d193-4cc9-b351-99906754a03b,2505dbb6-14cc-4492-b290-edf145cc2210,eranthemum,daedalacanthus purpurascens,14,1,1959,14
l.2843551,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2843551,eranthemum,daedalacanthus purpurascens (wight ex nees) t.anderson,12,2,1963,43
l.2843551,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2843551,eranthemum,daedalacanthus purpurascens (wight ex nees) t.anderson,12,2,1963,43
l.1987856,d9a4eedb-e985-4456-ad46-3df8472e00e8,https://data.biodiversitydata.nl/naturalis/specimen/l.1987856,dalbergia,dalbergia lanceolaria l.f.,25,4,1964,116
l.1987856,d9a4eedb-e985-4456-ad46-3df8472e00e8,https://data.biodiversitydata.nl/naturalis/specimen/l.1987856,dalbergia,dalbergia lanceolaria l.f.,25,4,1964,116
13281,7ddf754f-d193-4cc9-b351-99906754a03b,42ff9486-223e-4e7f-90d5-239266e5f16b,desmodium,desmodium heterophyllum,14,1,1959,14
13281,7ddf754f-d193-4cc9-b351-99906754a03b,42ff9486-223e-4e7f-90d5-239266e5f16b,desmodium,desmodium heterophyllum,14,1,1959,14
l.1955206,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1955206,desmodium,desmodium triflorum (l.) dc.,11,2,1962,42
l.1955206,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1955206,desmodium,desmodium triflorum (l.) dc.,11,2,1962,42
l.2305788,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.2305788,dodonaea,dodonaea angustifolia l.f.,27,12,1962,361
l.2305788,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.2305788,dodonaea,dodonaea angustifolia l.f.,27,12,1962,361
1174816,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3499f93d5-6239-4577-a27b-abcf1fc1e59c,dodonaea,dodonaea viscosa,19,2,1891,50
1174816,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3499f93d5-6239-4577-a27b-abcf1fc1e59c,dodonaea,dodonaea viscosa,19,2,1891,50
2977176,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3c352ee10-8990-4a54-9c70-648e353f25a1,dopatrium,dopatrium junceum,22,4,1890,112
2977176,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3c352ee10-8990-4a54-9c70-648e353f25a1,dopatrium,dopatrium junceum,22,4,1890,112
gas016216,,6b1bd674-27eb-4e40-aab2-221c831ade4e,,drosera burmannii,27,9,1963,270
gas016216,,6b1bd674-27eb-4e40-aab2-221c831ade4e,,drosera burmannii,27,9,1963,270
gas016230,7ddf754f-d193-4cc9-b351-99906754a03b,09d344b9-4579-4994-af27-eee00dd42c61,drosera,drosera indica,27,9,1963,270
gas016230,7ddf754f-d193-4cc9-b351-99906754a03b,09d344b9-4579-4994-af27-eee00dd42c61,drosera,drosera indica,27,9,1963,270
wag.1199320,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/wag.1199320,eichhornia,eichhornia crassipes (mart.) solms,31,3,1966,90
wag.1199320,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/wag.1199320,eichhornia,eichhornia crassipes (mart.) solms,31,3,1966,90
l.2691430,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2691430,enicostema,enicostema axillare (lam.) a.raynal,14,9,1959,257
l.2691430,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2691430,enicostema,enicostema axillare (lam.) a.raynal,14,9,1959,257
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/22503.000,equisetum,equisetum debile roxb.,1,10,1949,274
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/22503.000,equisetum,equisetum debile roxb.,1,10,1949,274
2361475,7ddf754f-d193-4cc9-b351-99906754a03b,04df4b6d-494b-4cb7-a1b0-98b88d48424f,eragrostiella,eragrostiella bifaria (vahl) wight ex steud.,25,12,1875,359
2361475,7ddf754f-d193-4cc9-b351-99906754a03b,04df4b6d-494b-4cb7-a1b0-98b88d48424f,eragrostiella,eragrostiella bifaria (vahl) wight ex steud.,25,12,1875,359
l.1260118,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1260118,eragrostis,eragrostis unioloides (retz.) nees ex steud.,19,11,1962,323
l.1260118,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1260118,eragrostis,eragrostis unioloides (retz.) nees ex steud.,19,11,1962,323
925344,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3b72e7046-0772-48ef-8ec4-63920025acf9,dichanthium,eremopogon foveolatus,22,12,1888,357
925344,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3b72e7046-0772-48ef-8ec4-63920025acf9,dichanthium,eremopogon foveolatus,22,12,1888,357
925492,,http://n2t.net/ark:/65665/38ef7ee50-de9a-47df-99bf-7aebc6ecdf41,eremopogon,eremopogon tuberculatus,8,2,1891,39
925492,,http://n2t.net/ark:/65665/38ef7ee50-de9a-47df-99bf-7aebc6ecdf41,eremopogon,eremopogon tuberculatus,8,2,1891,39
l.2380383,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2380383,eriolaena,eriolaena,21,7,1890,202
l.2380383,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2380383,eriolaena,eriolaena,21,7,1890,202
2977158,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3f504afdd-1193-46c9-8418-cce6070c7384,evolvulus,evolvulus alsinoides,28,8,1890,240
2977158,046bbc50-cae2-47ff-aa43-729fbf53f7c5,http://n2t.net/ark:/65665/3f504afdd-1193-46c9-8418-cce6070c7384,evolvulus,evolvulus alsinoides,28,8,1890,240
l.2721172,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.2721172,evolvulus,evolvulus alsinoides (l.) l.,28,8,1890,240
l.2721172,046bbc50-cae2-47ff-aa43-729fbf53f7c5,https://data.biodiversitydata.nl/naturalis/specimen/l.2721172,evolvulus,evolvulus alsinoides (l.) l.,28,8,1890,240
l  0525507,,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200525507,feronia,feronia elephantum corrêa,3,11,1947,307
l  0525507,,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200525507,feronia,feronia elephantum corrêa,3,11,1947,307
u.1425068,,https://data.biodiversitydata.nl/naturalis/specimen/u.1425068,ficus,ficus gibbosa blume,12,2,1963,43
u.1425068,,https://data.biodiversitydata.nl/naturalis/specimen/u.1425068,ficus,ficus gibbosa blume,12,2,1963,43
l.1620913,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1620913,ficus,ficus tinctoria g.forst. subsp. gibbosa (blume) corner,17,2,1964,48
l.1620913,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1620913,ficus,ficus tinctoria g.forst. subsp. gibbosa (blume) corner,17,2,1964,48
l.1385509,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1385509,fimbristylis,fimbristylis acuminata vahl,4,5,1964,125
l.1385509,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1385509,fimbristylis,fimbristylis acuminata vahl,4,5,1964,125
l.1392291,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1392291,fimbristylis,fimbristylis miliacea (l.) vahl,23,9,1962,266
l.1392291,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1392291,fimbristylis,fimbristylis miliacea (l.) vahl,23,9,1962,266
mel 0266366a,7ddf754f-d193-4cc9-b351-99906754a03b,96006207-fa3d-4180-9853-02bd12f88f35,fimbristylis,fimbristylis tetragona r.br.,9,1,1887,9
mel 0266366a,7ddf754f-d193-4cc9-b351-99906754a03b,96006207-fa3d-4180-9853-02bd12f88f35,fimbristylis,fimbristylis tetragona r.br.,9,1,1887,9
wag.1965707,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/wag.1965707,flemingia,flemingia grahamiana wight & arn.,28,3,1977,87
wag.1965707,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/wag.1965707,flemingia,flemingia grahamiana wight & arn.,28,3,1977,87
gas008466,7ddf754f-d193-4cc9-b351-99906754a03b,f9ef8c81-5f96-442a-b472-5622951f9e05,flemingia,flemingia macrophylla,28,9,1963,271
gas008466,7ddf754f-d193-4cc9-b351-99906754a03b,f9ef8c81-5f96-442a-b472-5622951f9e05,flemingia,flemingia macrophylla,28,9,1963,271
803182,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3bbb4cdd0-64fa-4196-8375-056e86798fdf,flemingia,flemingia prostrata,27,11,1883,331
803182,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3bbb4cdd0-64fa-4196-8375-056e86798fdf,flemingia,flemingia prostrata,27,11,1883,331
1270940,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3637f6bc4-4941-424f-95b4-7fa602e00c7d,flemingia,flemingia prostrata,27,9,1918,270
1270940,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3637f6bc4-4941-424f-95b4-7fa602e00c7d,flemingia,flemingia prostrata,27,9,1918,270
3101122,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/35fd48025-d08c-4ec2-9ff4-febf4f2c8eb0,flemingia,flemingia prostrata,8,5,1937,128
1757418,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3999a7e34-43f5-4919-9a3d-e6ce9e38af76,flemingia,flemingia prostrata,8,5,1937,128
3101122,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/35fd48025-d08c-4ec2-9ff4-febf4f2c8eb0,flemingia,flemingia prostrata,8,5,1937,128
1757418,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3999a7e34-43f5-4919-9a3d-e6ce9e38af76,flemingia,flemingia prostrata,8,5,1937,128
3093457,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3ee54345a-cab8-469b-b51a-2867d285e0f2,flemingia,flemingia prostrata,7,8,1937,219
3093457,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3ee54345a-cab8-469b-b51a-2867d285e0f2,flemingia,flemingia prostrata,7,8,1937,219
l.1945824,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1945824,flemingia,flemingia prostrata,14,12,1971,348
l.1945824,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1945824,flemingia,flemingia prostrata,14,12,1971,348
l.1958376,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1958376,flemingia,flemingia strobilifera (l.) w.t.aiton,21,1,1964,21
l.1958376,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1958376,flemingia,flemingia strobilifera (l.) w.t.aiton,21,1,1964,21
l.2226145,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2226145,flueggea,flueggea virosa (roxb. ex willd.) royle subsp. virosa,1,10,1947,274
l.2226145,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2226145,flueggea,flueggea virosa (roxb. ex willd.) royle subsp. virosa,1,10,1947,274
l.2226101,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2226101,flueggea,flueggea virosa (roxb. ex willd.) royle subsp. virosa,6,10,1947,279
l.2226101,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2226101,flueggea,flueggea virosa (roxb. ex willd.) royle subsp. virosa,6,10,1947,279
13176,,5cfcf03e-639a-4081-b177-0a2e142744f0,gardenia,gardenia latifolia,28,12,1958,362
13176,,5cfcf03e-639a-4081-b177-0a2e142744f0,gardenia,gardenia latifolia,28,12,1958,362
l.2910395,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2910395,gardenia,gardenia resinifera roth,22,2,1965,53
l.2910395,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2910395,gardenia,gardenia resinifera roth,22,2,1965,53
l.2910393,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2910393,gardenia,gardenia resinifera roth,16,4,1965,106
l.2910393,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2910393,gardenia,gardenia resinifera roth,16,4,1965,106
1942029,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3ef5df078-d3b4-4fbb-bcdc-10d5a10a92e5,platostoma,geniosporum strobiliferum,9,7,1937,190
1942029,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/3ef5df078-d3b4-4fbb-bcdc-10d5a10a92e5,platostoma,geniosporum strobiliferum,9,7,1937,190
p02048939,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02048939,gloriosa,gloriosa superba l.,28,8,1890,240
p02048939,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02048939,gloriosa,gloriosa superba l.,28,8,1890,240
p02048937,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02048937,gloriosa,gloriosa superba l.,1,1,1890,1
p02048937,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02048937,gloriosa,gloriosa superba l.,1,1,1890,1
629025,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:cas:bot-bc:629025,goodyera,goodyera procera  (ker gawler) hooker,22,2,1929,53
629025,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:cas:bot-bc:629025,goodyera,goodyera procera  (ker gawler) hooker,22,2,1929,53
l.2344535,,https://data.biodiversitydata.nl/naturalis/specimen/l.2344535,grewia,grewia asiatica l.,23,4,1960,114
l.2344535,,https://data.biodiversitydata.nl/naturalis/specimen/l.2344535,grewia,grewia asiatica l.,23,4,1960,114
l.2344536,,https://data.biodiversitydata.nl/naturalis/specimen/l.2344536,grewia,grewia asiatica l.,26,8,1964,239
l.2344536,,https://data.biodiversitydata.nl/naturalis/specimen/l.2344536,grewia,grewia asiatica l.,26,8,1964,239
l.2349939,,https://data.biodiversitydata.nl/naturalis/specimen/l.2349939,grewia,grewia hirsuta vahl,26,1,1964,26
l.2349939,,https://data.biodiversitydata.nl/naturalis/specimen/l.2349939,grewia,grewia hirsuta vahl,26,1,1964,26
13407,7ddf754f-d193-4cc9-b351-99906754a03b,71be4420-86c0-4c00-afee-eeccc2dc7158,gymnema,gymnema sylvestre,18,12,1953,352
13407,7ddf754f-d193-4cc9-b351-99906754a03b,71be4420-86c0-4c00-afee-eeccc2dc7158,gymnema,gymnema sylvestre,18,12,1953,352
pc0097504,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0097504,gymnostomiella,gymnostomiella vernicosa (hook. ex harv.) m.fleisch.,6,4,1967,96
pc0097504,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0097504,gymnostomiella,gymnostomiella vernicosa (hook. ex harv.) m.fleisch.,6,4,1967,96
13392,7ddf754f-d193-4cc9-b351-99906754a03b,e28f4f63-948b-49d4-a4df-bba5eb7c86a0,spermadictyon,hamiltonia suaveolens,23,12,1953,357
13392,7ddf754f-d193-4cc9-b351-99906754a03b,e28f4f63-948b-49d4-a4df-bba5eb7c86a0,spermadictyon,hamiltonia suaveolens,23,12,1953,357
13162,7ddf754f-d193-4cc9-b351-99906754a03b,954b0b7a-8831-4c04-82a7-4f4d681940bf,hemigraphis,hemigraphis latebrosa,11,1,1959,11
13162,7ddf754f-d193-4cc9-b351-99906754a03b,954b0b7a-8831-4c04-82a7-4f4d681940bf,hemigraphis,hemigraphis latebrosa,11,1,1959,11
l.1953693,,https://data.biodiversitydata.nl/naturalis/specimen/l.1953693,heylandia,heylandia latebrosa dc.,11,11,1962,315
l.1953693,,https://data.biodiversitydata.nl/naturalis/specimen/l.1953693,heylandia,heylandia latebrosa dc.,11,11,1962,315
l.2167348,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2167348,hiptage,hiptage benghalensis (l.) kurz,24,1,1964,24
l.2167348,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2167348,hiptage,hiptage benghalensis (l.) kurz,24,1,1964,24
l.2167347,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2167347,hiptage,hiptage benghalensis (l.) kurz,11,2,1961,42
l.2167347,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2167347,hiptage,hiptage benghalensis (l.) kurz,11,2,1961,42
l.2709287,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2709287,holarrhena,holarrhena pubescens (buch.-ham.) wall. ex g.don,24,4,1969,114
l.2709287,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2709287,holarrhena,holarrhena pubescens (buch.-ham.) wall. ex g.don,24,4,1969,114
u.1250327,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1250327,homonoia,homonoia riparia lour.,20,7,1964,202
u.1250327,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1250327,homonoia,homonoia riparia lour.,20,7,1964,202
l.2700063,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2700063,hoppea,hoppea dichotoma willd.,5,11,1947,309
l.2700063,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2700063,hoppea,hoppea dichotoma willd.,5,11,1947,309
l.1203225,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1203225,hydrilla,hydrilla verticillata (l.f.) royle,31,1,1890,31
l.1203225,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1203225,hydrilla,hydrilla verticillata (l.f.) royle,31,1,1890,31
111109,7ddf754f-d193-4cc9-b351-99906754a03b,6ab9143f-293c-4fe3-bf6a-a4a880f04ae0,hygrophila,hygrophila angustifolia,15,10,1970,288
111109,7ddf754f-d193-4cc9-b351-99906754a03b,6ab9143f-293c-4fe3-bf6a-a4a880f04ae0,hygrophila,hygrophila angustifolia,15,10,1970,288
13400,7ddf754f-d193-4cc9-b351-99906754a03b,74b72e9b-f1ec-423f-9e87-090d13d5bb8b,hymenodictyon,hymenodictyon excelsum,22,12,1953,356
13400,7ddf754f-d193-4cc9-b351-99906754a03b,74b72e9b-f1ec-423f-9e87-090d13d5bb8b,hymenodictyon,hymenodictyon excelsum,22,12,1953,356
bm001006510,6cfd67d6-4f9b-400b-8549-1933ac27936f,d71dc959-93dd-45b7-abfe-0c955ae013ba,hyophila,hyophila subcylindrica broth.,12,9,1900,256
bm001006510,6cfd67d6-4f9b-400b-8549-1933ac27936f,d71dc959-93dd-45b7-abfe-0c955ae013ba,hyophila,hyophila subcylindrica broth.,12,9,1900,256
l.2857485,,https://data.biodiversitydata.nl/naturalis/specimen/l.2857485,hyptis,hyptis suaveolens (l.) poit.,22,11,1962,326
l.2857485,,https://data.biodiversitydata.nl/naturalis/specimen/l.2857485,hyptis,hyptis suaveolens (l.) poit.,22,11,1962,326
l.2709112,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2709112,ichnocarpus,ichnocarpus frutescens (l.) w.t.aiton,24,2,1963,55
l.2709112,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2709112,ichnocarpus,ichnocarpus frutescens (l.) w.t.aiton,24,2,1963,55
l.2709132,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2709132,ichnocarpus,ichnocarpus frutescens (l.) w.t.aiton,17,1,1964,17
l.2709132,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2709132,ichnocarpus,ichnocarpus frutescens (l.) w.t.aiton,17,1,1964,17
68545,,5919265c-f5ca-4cb5-a728-da29a96ad07f,ilysanthes,ilysanthes parviflora var. albiflora kuntze,21,12,1875,355
68545,,5919265c-f5ca-4cb5-a728-da29a96ad07f,ilysanthes,ilysanthes parviflora var. albiflora kuntze,21,12,1875,355
2247409,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/360a6425d-2479-49db-9a10-3543989ccaf1,impatiens,impatiens amplexicaulis,29,7,1951,210
2247410,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/379228076-2fda-4341-9445-0e60233ba511,impatiens,impatiens amplexicaulis,29,7,1951,210
2247409,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/360a6425d-2479-49db-9a10-3543989ccaf1,impatiens,impatiens amplexicaulis,29,7,1951,210
2247410,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/379228076-2fda-4341-9445-0e60233ba511,impatiens,impatiens amplexicaulis,29,7,1951,210
2247411,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/328b132eb-d620-491f-badf-a30507c7ce2f,impatiens,impatiens amplexicaulis,30,7,1951,211
2247411,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/328b132eb-d620-491f-badf-a30507c7ce2f,impatiens,impatiens amplexicaulis,30,7,1951,211
2247414,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/39754dfa4-f524-44b9-b699-efaed2f0c586,impatiens,impatiens tricornis,30,7,1951,211
2247414,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/39754dfa4-f524-44b9-b699-efaed2f0c586,impatiens,impatiens tricornis,30,7,1951,211
mel 0306157a,7ddf754f-d193-4cc9-b351-99906754a03b,fe056692-0dab-4c00-bec7-4bc2de04a925,indigofera,indigofera cassioides,9,1,1856,9
