dwc:catalogNumber,dwc:datasetID,dwc:occurrenceID,dwc:genus,species,Day,Month,Year,Day of the year
1410503,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1410503,caryota,caryota sympetala ,16,5,1997,136
1410503,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1410503,caryota,caryota sympetala ,16,5,1997,136
1329895,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1329895,caryota,caryota sympetala ,4,4,1995,94
1329895,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:1329895,caryota,caryota sympetala ,4,4,1995,94
100293209,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100293209,caryota,caryota sympetala ,1,9,2009,244
100293209,7ddf754f-d193-4cc9-b351-99906754a03b,urn:catalog:mo:tropicos:100293209,caryota,caryota sympetala ,1,9,2009,244
p00646761,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646761,caryota,caryota sympetala ,4,10,1922,277
p00646761,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646761,caryota,caryota sympetala ,4,10,1922,277
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000462470,caryota,caryota sympetala ,4,4,1995,94
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000462470,caryota,caryota sympetala ,4,4,1995,94
1055815,7ddf754f-d193-4cc9-b351-99906754a03b,641e7d03-fa55-463b-b2a7-4333f95bc636,caryota,caryota sympetala ,5,4,2007,95
1055815,7ddf754f-d193-4cc9-b351-99906754a03b,641e7d03-fa55-463b-b2a7-4333f95bc636,caryota,caryota sympetala ,5,4,2007,95
1055812,7ddf754f-d193-4cc9-b351-99906754a03b,eedf2ea3-6ebb-47bd-9e51-1af59a0cdc9b,caryota,caryota sympetala ,7,4,2007,97
1055812,7ddf754f-d193-4cc9-b351-99906754a03b,eedf2ea3-6ebb-47bd-9e51-1af59a0cdc9b,caryota,caryota sympetala ,7,4,2007,97
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000526543,caryota,caryota sympetala ,12,4,2007,102
1055816,7ddf754f-d193-4cc9-b351-99906754a03b,ffb571a7-88ec-44a5-8c3c-3b8eb336ac51,caryota,caryota sympetala ,12,4,2007,102
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000526543,caryota,caryota sympetala ,12,4,2007,102
1055816,7ddf754f-d193-4cc9-b351-99906754a03b,ffb571a7-88ec-44a5-8c3c-3b8eb336ac51,caryota,caryota sympetala ,12,4,2007,102
2322885,7ddf754f-d193-4cc9-b351-99906754a03b,910d2f3e-9410-4d0c-88ad-93e558c98c47,caryota,caryota sympetala ,11,2,2009,42
2322885,7ddf754f-d193-4cc9-b351-99906754a03b,910d2f3e-9410-4d0c-88ad-93e558c98c47,caryota,caryota sympetala ,11,2,2009,42
2322884,7ddf754f-d193-4cc9-b351-99906754a03b,3cf13b20-84f0-4a1b-aa6d-9f1d7df21e67,caryota,caryota sympetala ,5,3,2009,64
2322884,7ddf754f-d193-4cc9-b351-99906754a03b,3cf13b20-84f0-4a1b-aa6d-9f1d7df21e67,caryota,caryota sympetala ,5,3,2009,64
1170342,7ddf754f-d193-4cc9-b351-99906754a03b,fbea415a-6b83-4dc9-b6d5-8b8ba9966e30,caryota,caryota sympetala ,7,3,2009,66
1170342,7ddf754f-d193-4cc9-b351-99906754a03b,fbea415a-6b83-4dc9-b6d5-8b8ba9966e30,caryota,caryota sympetala ,7,3,2009,66
2322882,7ddf754f-d193-4cc9-b351-99906754a03b,ea9709ec-4516-4477-8bc3-d7c0b91c336f,caryota,caryota sympetala ,8,3,2009,67
2322882,7ddf754f-d193-4cc9-b351-99906754a03b,ea9709ec-4516-4477-8bc3-d7c0b91c336f,caryota,caryota sympetala ,8,3,2009,67
2322883,7ddf754f-d193-4cc9-b351-99906754a03b,e105a54e-bf2c-4345-8ba3-a37b0640dedb,caryota,caryota sympetala ,11,3,2009,70
2322883,7ddf754f-d193-4cc9-b351-99906754a03b,e105a54e-bf2c-4345-8ba3-a37b0640dedb,caryota,caryota sympetala ,11,3,2009,70
1170364,7ddf754f-d193-4cc9-b351-99906754a03b,f58f68ca-149a-4767-acd4-8c3b6705cea4,caryota,caryota sympetala ,8,1,2010,8
1170364,7ddf754f-d193-4cc9-b351-99906754a03b,f58f68ca-149a-4767-acd4-8c3b6705cea4,caryota,caryota sympetala ,8,1,2010,8
2322886,7ddf754f-d193-4cc9-b351-99906754a03b,9a48abee-f921-430d-8ed1-b155581b18d7,caryota,caryota sympetala ,4,7,2010,185
2322886,7ddf754f-d193-4cc9-b351-99906754a03b,9a48abee-f921-430d-8ed1-b155581b18d7,caryota,caryota sympetala ,4,7,2010,185
904513,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/34f449fbe-791f-4ad6-9c58-9a777854171a,caryota,caryota tremula,13,2,1915,44
904513,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/34f449fbe-791f-4ad6-9c58-9a777854171a,caryota,caryota tremula,13,2,1915,44
p00646838,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646838,caryota,caryota tremula blanco,17,8,1923,229
p00646838,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646838,caryota,caryota tremula blanco,17,8,1923,229
p00601761,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00601761,caryota,caryota urens ,28,7,1836,210
p00601761,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00601761,caryota,caryota urens ,28,7,1836,210
p00700212,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700212,caryota,caryota urens ,28,7,1851,209
p00700212,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00700212,caryota,caryota urens ,28,7,1851,209
p00646846,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646846,caryota,caryota urens ,30,8,1888,243
p00646847,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646847,caryota,caryota urens ,30,8,1888,243
p00646846,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646846,caryota,caryota urens ,30,8,1888,243
p00646847,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646847,caryota,caryota urens ,30,8,1888,243
p00646830,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646830,caryota,caryota urens ,22,12,1902,356
p00646830,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646830,caryota,caryota urens ,22,12,1902,356
p02088667,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02088667,caryota,caryota urens ,23,4,1923,113
p02088667,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p02088667,caryota,caryota urens ,23,4,1923,113
p01183652,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01183652,caryota,caryota urens ,16,1,1933,16
p01183652,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01183652,caryota,caryota urens ,16,1,1933,16
1170362,7ddf754f-d193-4cc9-b351-99906754a03b,3d603df2-dba5-4b27-9108-0b91d34e9624,caryota,caryota urens ,29,12,2009,363
1170362,7ddf754f-d193-4cc9-b351-99906754a03b,3d603df2-dba5-4b27-9108-0b91d34e9624,caryota,caryota urens ,29,12,2009,363
p00646828,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646828,caryota,caryota urens ,28,3,1933,87
p00646828,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00646828,caryota,caryota urens ,28,3,1933,87
p01814813,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01814813,caryota,caryota urens ,1,1,1967,1
p01814813,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p01814813,caryota,caryota urens ,1,1,1967,1
1055848,7ddf754f-d193-4cc9-b351-99906754a03b,7d8d4ccc-c672-4b68-8ec1-bdd66ebac60e,caryota,caryota urens ,2,4,1933,92
1055848,7ddf754f-d193-4cc9-b351-99906754a03b,7d8d4ccc-c672-4b68-8ec1-bdd66ebac60e,caryota,caryota urens ,2,4,1933,92
1055846,7ddf754f-d193-4cc9-b351-99906754a03b,9b8965f9-edff-4d84-b00e-e4143f69d22a,caryota,caryota urens ,7,5,2007,127
1055846,7ddf754f-d193-4cc9-b351-99906754a03b,9b8965f9-edff-4d84-b00e-e4143f69d22a,caryota,caryota urens ,7,5,2007,127
p00639973,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00639973,caryota,caryota urens ,4,5,2008,125
p00639973,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00639973,caryota,caryota urens ,4,5,2008,125
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000207897,caryota,caryota zebrina ,23,9,1998,266
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000207897,caryota,caryota zebrina ,23,9,1998,266
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525607,caryota,caryota zebrina ,19,11,1996,324
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525607,caryota,caryota zebrina ,19,11,1996,324
l  0930996,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200930996,caryota,caryota zebrina ,23,9,1998,266
l  0930996,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l%20%200930996,caryota,caryota zebrina ,23,9,1998,266
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525606,caryota,caryota zebrina ,1,7,1961,182
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525606,caryota,caryota zebrina ,1,7,1961,182
l.1406305,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1406305,caryota,caryota zebrina ,1,8,1961,213
l.1406306,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1406306,caryota,caryota zebrina ,1,8,1961,213
l.1406305,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1406305,caryota,caryota zebrina ,1,8,1961,213
l.1406306,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1406306,caryota,caryota zebrina ,1,8,1961,213
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525623,caryota,caryota zebrina ,1,5,1997,121
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525623,caryota,caryota zebrina ,1,5,1997,121
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525608,caryota,caryota zebrina ,9,8,1998,221
l.4179301,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.4179301,caryota,caryota zebrina ,9,8,1998,221
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/64037.000,caryota,caryota zebrina ,9,8,1998,221
l.4179300,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.4179300,caryota,caryota zebrina ,9,8,1998,221
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/k000525608,caryota,caryota zebrina ,9,8,1998,221
l.4179301,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.4179301,caryota,caryota zebrina ,9,8,1998,221
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/64037.000,caryota,caryota zebrina ,9,8,1998,221
l.4179300,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.4179300,caryota,caryota zebrina ,9,8,1998,221
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/75022.000,caryota,caryota zebrina ,1,1,1995,1
,7ddf754f-d193-4cc9-b351-99906754a03b,http://specimens.kew.org/herbarium/75022.000,caryota,caryota zebrina ,1,1,1995,1
wag.1627192,,https://data.biodiversitydata.nl/naturalis/specimen/wag.1627192,cassia,cassia absus l.,27,9,1979,270
wag.1627192,,https://data.biodiversitydata.nl/naturalis/specimen/wag.1627192,cassia,cassia absus l.,27,9,1979,270
l.2275839,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2275839,celastrus,celastrus paniculatus willd.,4,5,1964,125
u.1200556,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1200556,celastrus,celastrus paniculatus willd.,4,5,1964,125
l.2275839,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2275839,celastrus,celastrus paniculatus willd.,4,5,1964,125
u.1200556,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1200556,celastrus,celastrus paniculatus willd.,4,5,1964,125
l.2698520,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2698520,centaurium,centaurium roxburghii (d.don) druce,8,2,1963,39
l.2698520,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2698520,centaurium,centaurium roxburghii (d.don) druce,8,2,1963,39
u.1083274,,https://data.biodiversitydata.nl/naturalis/specimen/u.1083274,centella,centella asiatica (l.) urb.,22,4,1965,112
u.1083274,,https://data.biodiversitydata.nl/naturalis/specimen/u.1083274,centella,centella asiatica (l.) urb.,22,4,1965,112
l.1671460,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1671460,chenopodium,chenopodium murale l.,18,1,1964,18
l.1671460,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1671460,chenopodium,chenopodium murale l.,18,1,1964,18
u.1496290,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1496290,chionachne,chionachne gigantea (j.koenig) veldkamp,12,2,1963,43
l.1231408,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1231408,chionachne,chionachne gigantea (j.koenig) veldkamp,12,2,1963,43
u.1496290,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1496290,chionachne,chionachne gigantea (j.koenig) veldkamp,12,2,1963,43
l.1231408,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1231408,chionachne,chionachne gigantea (j.koenig) veldkamp,12,2,1963,43
1817129,d9a4eedb-e985-4456-ad46-3df8472e00e8,1b4c2ae8-8b91-4ca8-865f-7377f72a4c49,trichostomum,chionoloma bombayense (müll.hal.) p.sollman,4,9,1984,248
1817129,d9a4eedb-e985-4456-ad46-3df8472e00e8,1b4c2ae8-8b91-4ca8-865f-7377f72a4c49,trichostomum,chionoloma bombayense (müll.hal.) p.sollman,4,9,1984,248
804672,6cfd67d6-4f9b-400b-8549-1933ac27936f,http://n2t.net/ark:/65665/3916b6309-d738-4410-b43a-288632febd9b,chrozophora,chrozophora plicata,21,1,1856,21
804672,6cfd67d6-4f9b-400b-8549-1933ac27936f,http://n2t.net/ark:/65665/3916b6309-d738-4410-b43a-288632febd9b,chrozophora,chrozophora plicata,21,1,1856,21
l.2198796,6cfd67d6-4f9b-400b-8549-1933ac27936f,https://data.biodiversitydata.nl/naturalis/specimen/l.2198796,chrozophora,chrozophora plicata (vahl) a.juss. ex spreng.,7,2,1963,38
l.2198796,6cfd67d6-4f9b-400b-8549-1933ac27936f,https://data.biodiversitydata.nl/naturalis/specimen/l.2198796,chrozophora,chrozophora plicata (vahl) a.juss. ex spreng.,7,2,1963,38
l.2155576,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2155576,cipadessa,cipadessa baccifera (roth) miq.,12,2,1963,43
l.2155576,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2155576,cipadessa,cipadessa baccifera (roth) miq.,12,2,1963,43
l.1734883,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1734883,cocculus,cocculus hirsutus (l.) diels,17,1,1964,17
l.1734883,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1734883,cocculus,cocculus hirsutus (l.) diels,17,1,1964,17
150887,,http://n2t.net/ark:/65665/355d95089-8043-4de3-b3d7-dbb637461ddc,coelastrum,coelastrum morus f. capensis,26,10,1948,300
150887,,http://n2t.net/ark:/65665/355d95089-8043-4de3-b3d7-dbb637461ddc,coelastrum,coelastrum morus f. capensis,26,10,1948,300
l.2736662,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2736662,coldenia,coldenia procumbens l.,24,4,1964,115
l.2736662,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2736662,coldenia,coldenia procumbens l.,24,4,1964,115
l.2500865,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2500865,combretum,combretum decandrum jacq.,12,2,1963,43
u.1223761,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1223761,combretum,combretum decandrum jacq.,12,2,1963,43
l.2500865,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2500865,combretum,combretum decandrum jacq.,12,2,1963,43
u.1223761,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1223761,combretum,combretum decandrum jacq.,12,2,1963,43
l.1432012,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1432012,commelina,commelina benghalensis l.,31,12,1962,365
l.1432012,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1432012,commelina,commelina benghalensis l.,31,12,1962,365
l.1440789,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1440789,commelina,commelina diffusa burm.f.,31,10,1970,304
l.1440789,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1440789,commelina,commelina diffusa burm.f.,31,10,1970,304
l.1440690,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1440690,commelina,commelina longifolia lam.,3,11,1970,307
l.1440690,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1440690,commelina,commelina longifolia lam.,3,11,1970,307
2576574a,,http://n2t.net/ark:/65665/3430b14cf-a2d2-4c71-a87b-769baf81497e,conyza,conyza stricta,28,9,1954,271
2576574a,,http://n2t.net/ark:/65665/3430b14cf-a2d2-4c71-a87b-769baf81497e,conyza,conyza stricta,28,9,1954,271
l.2349346,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2349346,corchorus,corchorus capsularis l.,24,10,1962,297
l.2349346,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2349346,corchorus,corchorus capsularis l.,24,10,1962,297
p05428765,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05428765,corchorus,corchorus capsularis l.,1,1,1890,1
p05428765,7ddf754f-d193-4cc9-b351-99906754a03b,http://coldb.mnhn.fr/catalognumber/mnhn/p/p05428765,corchorus,corchorus capsularis l.,1,1,1890,1
l.2349257,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2349257,corchorus,corchorus fascicularis lam.,8,2,1963,39
l.2349257,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.2349257,corchorus,corchorus fascicularis lam.,8,2,1963,39
l.3682473,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.3682473,cosmos,cosmos sulphureus cav.,3,11,1970,307
l.3682473,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.3682473,cosmos,cosmos sulphureus cav.,3,11,1970,307
l.1987479,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987479,crotalaria,crotalaria  l.,1,11,1947,305
l.1987479,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987479,crotalaria,crotalaria  l.,1,11,1947,305
l.1987475,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987475,crotalaria,crotalaria alata buch.-ham. ex d.don,26,9,1947,269
l.1987475,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987475,crotalaria,crotalaria alata buch.-ham. ex d.don,26,9,1947,269
l.1987436,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987436,crotalaria,crotalaria albida b.heyne ex roth,30,9,1947,273
l.1987436,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987436,crotalaria,crotalaria albida b.heyne ex roth,30,9,1947,273
l.1981050,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1981050,crotalaria,crotalaria albida b.heyne ex roth,25,10,1962,298
l.1981050,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1981050,crotalaria,crotalaria albida b.heyne ex roth,25,10,1962,298
gas008335,,d4824f00-d76a-4dc6-85a4-fe7a1eacbea7,,crotalaria linifolia,10,4,1962,100
gas008335,,d4824f00-d76a-4dc6-85a4-fe7a1eacbea7,,crotalaria linifolia,10,4,1962,100
l.1969969,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1969969,crotalaria,crotalaria medicaginea lam.,29,9,1947,272
l.1969969,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1969969,crotalaria,crotalaria medicaginea lam.,29,9,1947,272
l.1987473,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987473,crotalaria,crotalaria pallida aiton,2,10,1947,275
l.1987473,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1987473,crotalaria,crotalaria pallida aiton,2,10,1947,275
l.1986466,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1986466,crotalaria,crotalaria ramosissima roxb.,21,10,1967,294
l.1986466,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/l.1986466,crotalaria,crotalaria ramosissima roxb.,21,10,1967,294
u.1229268,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1229268,cucumis,cucumis sativus l.,18,9,1964,262
u.1229268,7ddf754f-d193-4cc9-b351-99906754a03b,https://data.biodiversitydata.nl/naturalis/specimen/u.1229268,cucumis,cucumis sativus l.,18,9,1964,262
13433,7ddf754f-d193-4cc9-b351-99906754a03b,d1985358-10ed-4c36-89a0-ad2941d0a7e5,cymbopogon,cymbopogon martini,18,12,1953,352
13433,7ddf754f-d193-4cc9-b351-99906754a03b,d1985358-10ed-4c36-89a0-ad2941d0a7e5,cymbopogon,cymbopogon martini,18,12,1953,352
l.2744038,d9a4eedb-e985-4456-ad46-3df8472e00e8,https://data.biodiversitydata.nl/naturalis/specimen/l.2744038,cynoglossum,cynoglossum lanceolatum forssk.,30,10,1970,303
l.2744038,d9a4eedb-e985-4456-ad46-3df8472e00e8,https://data.biodiversitydata.nl/naturalis/specimen/l.2744038,cynoglossum,cynoglossum lanceolatum forssk.,30,10,1970,303
13282,7ddf754f-d193-4cc9-b351-99906754a03b,8684e222-4e5b-417a-a109-233cd17dd732,cyperus,cyperus difformis,18,1,1959,18
13282,7ddf754f-d193-4cc9-b351-99906754a03b,8684e222-4e5b-417a-a109-233cd17dd732,cyperus,cyperus difformis,18,1,1959,18
13166,7ddf754f-d193-4cc9-b351-99906754a03b,39299d46-e66f-4160-9887-bcf022cce901,cyperus,cyperus diffusus,18,1,1959,18
13166,7ddf754f-d193-4cc9-b351-99906754a03b,39299d46-e66f-4160-9887-bcf022cce901,cyperus,cyperus diffusus,18,1,1959,18
11798,,d988c5cc-96e2-4b5b-855e-50b5725be890,cyperus,cyperus indicus boeckeler,21,12,1875,355
11798,,d988c5cc-96e2-4b5b-855e-50b5725be890,cyperus,cyperus indicus boeckeler,21,12,1875,355
l.1382758,,https://data.biodiversitydata.nl/naturalis/specimen/l.1382758,cyperus,cyperus pumilus l.,23,11,1962,327
l.1382758,,https://data.biodiversitydata.nl/naturalis/specimen/l.1382758,cyperus,cyperus pumilus l.,23,11,1962,327
13280,7ddf754f-d193-4cc9-b351-99906754a03b,ed47a467-5624-4ae6-a7f0-d76115471d49,cyperus,cyperus pygmaeus,22,1,1959,22
13280,7ddf754f-d193-4cc9-b351-99906754a03b,ed47a467-5624-4ae6-a7f0-d76115471d49,cyperus,cyperus pygmaeus,22,1,1959,22
2157742,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/302df8c54-219f-44d5-91f7-9c8f4fba4389,cyperus,cyperus rotundus,28,7,1953,209
2157742,7ddf754f-d193-4cc9-b351-99906754a03b,http://n2t.net/ark:/65665/302df8c54-219f-44d5-91f7-9c8f4fba4389,cyperus,cyperus rotundus,28,7,1953,209
2157743,,http://n2t.net/ark:/65665/31d233106-6c56-44bd-ad00-2b6cff247007,cyperus,cyperus tenuifolius,28,7,1953,209
2157743,,http://n2t.net/ark:/65665/31d233106-6c56-44bd-ad00-2b6cff247007,cyperus,cyperus tenuifolius,28,7,1953,209
