dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
1462377,43ad7ff1-4513-4abc-bbb5-40763c76a1a0,8044,grias,grias neuberthii,9,9,2008,253
690354,86a0fe45-db19-45ec-823a-f0309f748b91,8044,grias,grias neuberthii,9,9,2008,253
1095359,b995e728-f090-48ab-9ae6-6efacf6b05fa,8044,grias,grias neuberthii,9,9,2008,253
2875715,urn:catalog:mo:tropicos:2875715,miranda-moyano 410,guadua,guadua angustifolia,17,2,2005,48
2989806,urn:catalog:mo:tropicos:2989806,carrillo 750,guadua,guadua angustifolia,22,2,2005,53
2947611,http://n2t.net/ark:/65665/3d62184b8-7397-4611-8001-b7dff1546f90,66,guadua,guadua angustifolia,27,2,1980,58
2947610,http://n2t.net/ark:/65665/3b61dff29-9a64-4c70-a376-e349b0bdf1d0,66,guadua,guadua angustifolia,27,2,1980,58
2947609,http://n2t.net/ark:/65665/33f6a31de-2e94-43d9-b24f-141b1d26f52a,66,guadua,guadua angustifolia,27,2,1980,58
2947609,http://n2t.net/ark:/65665/3fed68322-95f9-4469-960a-511bb2765401,66,guadua,guadua angustifolia,27,2,1980,58
229050,urn:catalog:mo:tropicos:229050,cerón martínez 1026,guadua,guadua angustifolia,19,3,1987,78
3140860,http://n2t.net/ark:/65665/306e84235-ac29-4092-93b5-c89e567af2dc,1026,guadua,guadua angustifolia,19,3,1987,78
2947113,http://n2t.net/ark:/65665/3baae7105-5b02-461c-aa76-649772a7087c,25,guadua,guadua angustifolia,29,8,1979,241
2947112,http://n2t.net/ark:/65665/31f61cafd-1d34-45f1-9e09-620b02a9e1c1,25,guadua,guadua angustifolia,29,8,1979,241
2947111,http://n2t.net/ark:/65665/34dd20cf1-6240-4385-8379-015da4df3419,25,guadua,guadua angustifolia,29,8,1979,241
2947111,http://n2t.net/ark:/65665/39c62c4f1-fecf-4184-8b93-60c745c5ae34,25,guadua,guadua angustifolia,29,8,1979,241
2954636,http://n2t.net/ark:/65665/36962f780-cbac-4be8-aca8-a0c068bb7abf,21360,guadua,guadua angustifolia,7,11,1945,311
2954637,http://n2t.net/ark:/65665/3acb0f1e2-c552-4ca7-88b8-75a2f628eaa1,21360,guadua,guadua angustifolia,7,11,1945,311
3084442,http://n2t.net/ark:/65665/3f0d373b0-1b3c-4ee2-8110-f7c3ac3cdd88,21438,guadua,guadua weberbaueri,26,10,1945,299
224440a,bra:ibt:sp:224440a,21438,guadua,guadua weberbaueri,26,10,1945,299
224440b,bra:ibt:sp:224440b,21438,guadua,guadua weberbaueri,26,10,1945,299
224440,bra:ibt:sp:224440,21438,guadua,guadua weberbaueri,26,10,1945,299
3084439,http://n2t.net/ark:/65665/3788aac5b-ba73-4e24-a042-c71edfa2c22a,21438,guadua,guadua weberbaueri,26,10,1945,299
3084440,http://n2t.net/ark:/65665/3b80fa516-62da-4a7a-8836-777d11cdf953,21438,guadua,guadua weberbaueri,26,10,1945,299
,http://n2t.net/ark:/65665/30ef2d5a4-7124-4d2c-b95c-87b99c8422b3,21438,guadua,guadua weberbaueri,26,10,1945,299
