dwc:catalogNumber,dwc:occurrenceID,dwc:recordNumber,dwc:genus,species,Day,Month,Year,Day of the year
89938,urn:catalog:mo:tropicos:89938,neill 10115,andira,andira inermis subsp. inermis,26,8,1992,239
190067,dc12f2e1-a9b5-4798-8ac3-427b42739938,15520,andropogon,andropogon bicornis,14,11,1994,318
882457,urn:catalog:mo:tropicos:882457,abbott 15520,andropogon,andropogon bicornis,14,11,1994,318
94592,urn:catalog:inpa:herbarium:60515,21812,anemopaegma,anemopaegma paraense,14,5,1978,134
486738,urn:catalog:mo:tropicos:486738,gentry 21812,anemopaegma,anemopaegma paraense,14,5,1978,134
41013,urn:catalog:mo:tropicos:41013,fay 2754a,anetium,anetium citrifolium,15,12,1990,349
23973,urn:catalog:mo:tropicos:23973,palacios cuenca 431a,anetium,anetium citrifolium,22,5,1985,142
755898,urn:catalog:mo:tropicos:755898,palacios cuenca 1886,undesignated,angiospermae,14,8,1987,226
1082926,urn:catalog:mo:tropicos:1082926,tirado 993,aniba,aniba hostmanniana,28,6,1994,179
48900,urn:catalog:mo:tropicos:48900,palacios cuenca 1969,aniba,aniba hostmanniana,9,1,1987,9
1354341,urn:catalog:mo:tropicos:1354341,gentry 21942,aniba,aniba megaphylla,15,5,1978,135
1836256,urn:catalog:mo:tropicos:1836256,king 381,aniba,aniba panurensis,5,5,1982,125
49311,urn:catalog:mo:tropicos:49311,cerón martínez 8830,aniba,aniba puchury-minor,16,2,1990,47
49549,urn:catalog:mo:tropicos:49549,palacios cuenca 1959,aniba,aniba puchury-minor,9,1,1987,9
49446,urn:catalog:mo:tropicos:49446,gudiño jara 242,aniba,aniba puchury-minor,2,8,1990,214
47699,urn:catalog:mo:tropicos:47699,palacios cuenca 10407,aniba,aniba puchury-minor,9,8,1992,222
50117,urn:catalog:mo:tropicos:50117,gentry 60160,aniba,aniba taubertiana,30,12,1987,364
54657,urn:catalog:mo:tropicos:54657,gentry 60130,aniba,aniba taubertiana,30,12,1987,364
1353176,urn:catalog:mo:tropicos:1353176,gentry 21890,annona,annona cuspidata,15,5,1978,135
757635,urn:catalog:mo:tropicos:757635,palacios cuenca 4453,annona,annona dolichopetala,21,9,1989,264
757548,urn:catalog:mo:tropicos:757548,palacios cuenca 1406,annona,annona dolichopetala,10,2,1986,41
752909,urn:catalog:mo:tropicos:752909,cerón martínez 5411,annona,annona duckei,22,10,1988,296
757456,urn:catalog:mo:tropicos:757456,gentry 60044,annona,annona duckei,29,12,1987,363
752318,urn:catalog:mo:tropicos:752318,cerón martínez 6274,annona,annona duckei,19,3,1989,78
757380,urn:catalog:mo:tropicos:757380,palacios cuenca 4256,annona,annona duckei,17,5,1989,137
757762,urn:catalog:mo:tropicos:757762,palacios cuenca 4530,annona,annona duckei,22,9,1989,265
756731,urn:catalog:mo:tropicos:756731,palacios cuenca 1894,annona,annona duckei,9,1,1987,9
757025,urn:catalog:mo:tropicos:757025,palacios cuenca 3090,annona,annona duckei,10,6,1988,162
756800,urn:catalog:mo:tropicos:756800,palacios cuenca 4907,annona,annona duckei,5,6,1990,156
755855,urn:catalog:mo:tropicos:755855,palacios cuenca 10452,annona,annona duckei,9,10,1992,283
1748047,urn:catalog:mo:tropicos:1748047,neill 13612,annona,annona exsucca,20,1,2002,20
752586,urn:catalog:mo:tropicos:752586,cerón martínez 8124,annona,annona exsucca,26,12,1989,360
u.1080519,https://data.biodiversitydata.nl/naturalis/specimen/u.1080519,"cerón m, ce  7391",annona,annona glomerulifera,14,8,1989,226
881238,urn:catalog:mo:tropicos:881238,pitman 20,annona,annona glomerulifera,26,4,1994,116
881238,urn:catalog:mo:tropicos:881238,pitman 20,annona,annona glomerulifera,26,4,1994,116
752078,urn:catalog:mo:tropicos:752078,cerón martínez 1463,annona,annona glomerulifera,21,5,1987,141
752732,urn:catalog:mo:tropicos:752732,cerón martínez 6709,annona,annona glomerulifera,23,5,1989,143
752018,urn:catalog:mo:tropicos:752018,cerón martínez 7391,annona,annona glomerulifera,14,8,1989,226
757928,urn:catalog:mo:tropicos:757928,palacios cuenca 1687,annona,annona glomerulifera,7,3,1987,66
755061,urn:catalog:mo:tropicos:755061,neill 8484,annona,annona glomerulifera,6,3,1988,66
756658,urn:catalog:mo:tropicos:756658,palacios cuenca 4764,annona,annona glomerulifera,12,12,1989,346
756689,urn:catalog:mo:tropicos:756689,palacios cuenca 4802,annona,annona glomerulifera,1,9,1990,244
751986,urn:catalog:mo:tropicos:751986,rueda 1029,annona,annona glomerulifera,8,9,1992,252
u.1080531,https://data.biodiversitydata.nl/naturalis/specimen/u.1080531,"cerón m, ce  1467",annona,annona helosioides,21,5,1987,141
1748038,urn:catalog:mo:tropicos:1748038,neill 13602,annona,annona helosioides,20,1,2002,20
752992,urn:catalog:mo:tropicos:752992,neill 6184,annona,annona helosioides,31,3,1985,90
751042,urn:catalog:mo:tropicos:751042,cerón martínez 1467,annona,annona helosioides,21,5,1987,141
751049,urn:catalog:mo:tropicos:751049,cerón martínez 4665,annona,annona helosioides,24,8,1988,237
755880,urn:catalog:mo:tropicos:755880,palacios cuenca 1295,annona,annona helosioides,10,2,1986,41
755904,urn:catalog:mo:tropicos:755904,palacios cuenca 1996,annona,annona helosioides,9,1,1987,9
750659,urn:catalog:mo:tropicos:750659,neill 8494,annona,annona helosioides,6,3,1988,66
3323976,http://n2t.net/ark:/65665/3c41c3b4c-6aca-43a0-8bd5-3f8048411276,7488,annona,annona hypoglauca,21,6,1995,172
1157701,e182fda7-70d6-4335-bb2b-d8b11e0db3fb,4194,annona,annona inconformis,1,7,1990,182
751913,urn:catalog:mo:tropicos:751913,cerón martínez 836,annona,annona neoecuadorensis,17,1,1987,17
100944909,urn:catalog:mo:tropicos:100944909,maas 8604,annona,annona neoecuadorensis,31,1,1997,31
190189,34a8554c-b88b-4581-b9a0-7e442259200a,15695,annona,annona papilionella,21,11,1994,325
u.1080788,https://data.biodiversitydata.nl/naturalis/specimen/u.1080788,"maas, pjm",annona,annona papilionella,31,1,1997,31
wag.1494886,https://data.biodiversitydata.nl/naturalis/specimen/wag.1494886,"neill, da  15381",annona,annona papilionella,25,1,2007,25
751863,urn:catalog:mo:tropicos:751863,cerón martínez 781,annona,annona papilionella,17,1,1987,17
754111,urn:catalog:mo:tropicos:754111,cerón martínez 868,annona,annona papilionella,17,1,1987,17
752785,urn:catalog:mo:tropicos:752785,cerón martínez 8291,annona,annona papilionella,20,1,1990,20
752945,urn:catalog:mo:tropicos:752945,cerón martínez 8482,annona,annona papilionella,28,1,1990,28
882625,urn:catalog:mo:tropicos:882625,abbott 15695,annona,annona papilionella,21,11,1994,325
751934,urn:catalog:mo:tropicos:751934,cerón martínez 8790,annona,annona papilionella,16,2,1990,47
751969,urn:catalog:mo:tropicos:751969,cerón martínez 8827,annona,annona papilionella,16,2,1990,47
757699,urn:catalog:mo:tropicos:757699,palacios cuenca 2515,annona,annona papilionella,22,2,1988,53
754095,urn:catalog:mo:tropicos:754095,cerón martínez 1061,annona,annona papilionella,19,3,1987,78
757442,urn:catalog:mo:tropicos:757442,palacios cuenca 4270,annona,annona papilionella,17,5,1989,137
752032,urn:catalog:mo:tropicos:752032,cerón martínez 7411,annona,annona papilionella,14,8,1989,226
755079,urn:catalog:mo:tropicos:755079,neill 7051,annona,annona papilionella,1,4,1986,91
3283165,http://n2t.net/ark:/65665/3922661e4-b207-4d23-8c1f-1a400ccb0ae2,7051,annona,annona papilionella,1,4,1986,91
757450,urn:catalog:mo:tropicos:757450,palacios cuenca 1325,annona,annona papilionella,10,4,1986,100
chsc084837,4f515db4-15b4-4bf0-a4d5-96f4932df38b,2515,annona,annona papilionella,1,2,1988,32
748270,urn:catalog:mo:tropicos:748270,gentry 60189,anomospermum,anomospermum solimoesianum,30,12,1987,364
3418319,urn:catalog:mo:tropicos:3418319,kohn 1559,anredera,anredera diffusa,1,8,1992,214
197916,urn:catalog:mo:tropicos:197916,neill 9739,anthodiscus,anthodiscus amazonicus,24,12,1990,358
197975,urn:catalog:mo:tropicos:197975,cerón martínez 7364,anthodiscus,anthodiscus amazonicus,8,10,1989,281
1371104,urn:catalog:mo:tropicos:1371104,revelo 49,anthodiscus,anthodiscus amazonicus,2,10,1994,275
cm359555,f1a0f797-7988-4203-8390-030f209b1a6c,7364,anthodiscus,anthodiscus amazonicus,10,8,1989,222
197969,urn:catalog:mo:tropicos:197969,cerón martínez 885,anthodiscus,anthodiscus peruanus,17,1,1987,17
3262597,http://n2t.net/ark:/65665/3cb44c33c-3939-4a66-b805-795d99689771,885,anthodiscus,anthodiscus peruanus,17,1,1987,17
u.1200604,https://data.biodiversitydata.nl/naturalis/specimen/u.1200604,"gentry, ah",anthodon,anthodon decussatum,14,5,1978,134
u.1200587,https://data.biodiversitydata.nl/naturalis/specimen/u.1200587,"gentry, ah",anthodon,anthodon decussatum,14,5,1978,134
812178,urn:catalog:mo:tropicos:812178,gentry 21811,anthodon,anthodon decussatum,14,5,1978,134
3539675,http://n2t.net/ark:/65665/38c2c15b0-6289-468a-bc44-5529eb138b39,7485,anthodon,anthodon decussatum,21,6,1995,172
3659136,http://n2t.net/ark:/65665/31d6e7f51-ea9c-418e-a075-57d062493085,21811,anthodon,anthodon sp.,14,5,1978,134
2153626,95efcb59-4476-499b-8693-90c2da368535,173,anthopterus,anthopterus revolutus,21,3,1996,81
asu0003516,5f3aeefe-70fe-43ea-8774-4b948a629403,10597,anthurium,anthurium,13,6,2003,164
asu0003495,43d568df-2bc9-4b89-b898-cf0c066ebb7d,10597,anthurium,anthurium,13,6,2003,164
asu0003515,b5736ac1-9d18-4aae-8180-295cc83efd9b,10597,anthurium,anthurium,13,6,2003,164
asu0003514,ce9f5ac9-9d27-4f05-b9e3-8100a910c41f,10636,anthurium,anthurium,14,6,2003,165
asu0003513,357cb77c-c72f-4b32-b848-2d6b5bc0b8e7,10636,anthurium,anthurium,14,6,2003,165
asu0003512,3dae4f1b-58cf-4b6c-8c0a-8fdc7fc4bd96,10771,anthurium,anthurium,22,6,2003,173
,a151b266-eabf-4352-a36c-afb01fda3824,28466,anthurium,anthurium apaporanum,30,7,1990,211
373938,urn:catalog:mo:tropicos:373938,cerón martínez 724,anthurium,anthurium apaporanum,17,1,1987,17
377660,urn:catalog:mo:tropicos:377660,cerón martínez 595,anthurium,anthurium apaporanum,17,1,1987,17
374080,urn:catalog:mo:tropicos:374080,cerón martínez 770,anthurium,anthurium apaporanum,17,1,1987,17
374073,urn:catalog:mo:tropicos:374073,cerón martínez 769,anthurium,anthurium apaporanum,17,1,1987,17
377839,urn:catalog:mo:tropicos:377839,cerón martínez 5551,anthurium,anthurium apaporanum,17,11,1988,322
377117,urn:catalog:mo:tropicos:377117,cerón martínez 3669,anthurium,anthurium apaporanum,17,2,1988,48
3172025,http://n2t.net/ark:/65665/347565d0d-228f-4923-bc08-adfa6cc5b4d7,3669,anthurium,anthurium apaporanum,17,2,1988,48
374711,urn:catalog:mo:tropicos:374711,cerón martínez 972,anthurium,anthurium apaporanum,19,3,1987,78
374650,urn:catalog:mo:tropicos:374650,cerón martínez 1315,anthurium,anthurium apaporanum,24,4,1987,114
374800,urn:catalog:mo:tropicos:374800,cerón martínez 1335,anthurium,anthurium apaporanum,24,4,1987,114
373887,urn:catalog:mo:tropicos:373887,miller 2169,anthurium,anthurium apaporanum,23,6,1986,174
374105,urn:catalog:mo:tropicos:374105,miller 2227,anthurium,anthurium apaporanum,24,6,1986,175
1246474,urn:catalog:mo:tropicos:1246474,webster 28466,anthurium,anthurium apaporanum,30,7,1990,211
382707,urn:catalog:mo:tropicos:382707,neill 6064,anthurium,anthurium apaporanum,3,9,1985,246
389956,urn:catalog:mo:tropicos:389956,croat 73362,anthurium,anthurium apaporanum,4,1,1992,4
828308,urn:catalog:mo:tropicos:828308,ponce 244,anthurium,anthurium apaporanum,5,11,1993,309
3193589,urn:catalog:mo:tropicos:3193589,trogisch 252,anthurium,anthurium apaporanum,11,9,2006,254
3195553,urn:catalog:mo:tropicos:3195553,trogisch 254,anthurium,anthurium apaporanum,11,9,2006,254
100864030,urn:catalog:mo:tropicos:100864030,croat 105528,anthurium,anthurium apaporanum,1,10,2015,274
359940,urn:catalog:mo:tropicos:359940,croat 73421,anthurium,anthurium aristatum,4,2,1992,35
1563858,urn:catalog:mo:tropicos:1563858,delinks 204,anthurium,anthurium atropurpureum,14,1,1999,14
2906683,urn:catalog:mo:tropicos:2906683,carrillo 676,anthurium,anthurium atropurpureum,22,2,2005,53
3011981,urn:catalog:mo:tropicos:3011981,reyes 814,anthurium,anthurium atropurpureum,22,2,2005,53
375886,urn:catalog:mo:tropicos:375886,cerón martínez 1729,anthurium,anthurium atropurpureum,23,6,1987,174
386124,urn:catalog:mo:tropicos:386124,gentry 12558,anthurium,anthurium atropurpureum,11,6,1974,162
386163,urn:catalog:mo:tropicos:386163,croat 50358,anthurium,anthurium atropurpureum,10,3,1980,70
3472190,http://n2t.net/ark:/65665/3728aaf7c-d78c-4421-b02a-2286a32cb0d7,50358,anthurium,anthurium atropurpureum,10,3,1980,70
2784851,urn:catalog:mo:tropicos:2784851,croat 90282,anthurium,anthurium atropurpureum,3,7,2004,185
3015993,urn:catalog:mo:tropicos:3015993,reyes 964,anthurium,anthurium atropurpureum,4,6,2005,155
cm356194,aacc57c2-48df-422e-a509-92a845f04e24,50358,anthurium,anthurium atropurpureum,3,10,1980,277
tex00534954,743566cc-a81e-4a5f-a669-472c07165152,,anthurium,anthurium atropurpureum,3,10,1980,277
2910030,urn:catalog:mo:tropicos:2910030,carrillo 681,anthurium,anthurium bakeri hook. f.,22,2,2005,53
377638,urn:catalog:mo:tropicos:377638,neill 7573,anthurium,anthurium breviscapum,17,1,1987,17
387017,urn:catalog:mo:tropicos:387017,balslev 10271,anthurium,anthurium breviscapum,24,10,1976,298
388597,urn:catalog:mo:tropicos:388597,gentry 60115,anthurium,anthurium breviscapum,29,12,1987,363
381507,urn:catalog:mo:tropicos:381507,palacios cuenca 1531,anthurium,anthurium breviscapum,13,2,1987,44
2894872,urn:catalog:mo:tropicos:2894872,carrillo 571,anthurium,anthurium breviscapum,15,2,2005,46
3011856,urn:catalog:mo:tropicos:3011856,reyes 728,anthurium,anthurium breviscapum,15,2,2005,46
373080,urn:catalog:mo:tropicos:373080,cerón martínez 3624,anthurium,anthurium breviscapum,17,2,1988,48
2875381,urn:catalog:mo:tropicos:2875381,miranda-moyano 395,anthurium,anthurium breviscapum,17,2,2005,48
381193,urn:catalog:mo:tropicos:381193,palacios cuenca 2441,anthurium,anthurium breviscapum,22,2,1988,53
2910033,urn:catalog:mo:tropicos:2910033,carrillo 684,anthurium,anthurium breviscapum,22,2,2005,53
377823,urn:catalog:mo:tropicos:377823,cerón martínez 1012,anthurium,anthurium breviscapum,19,3,1987,78
374385,urn:catalog:mo:tropicos:374385,cerón martínez 1226,anthurium,anthurium breviscapum,24,4,1987,114
951657,urn:catalog:mo:tropicos:951657,gentry 21935,anthurium,anthurium breviscapum,15,5,1978,135
372686,urn:catalog:mo:tropicos:372686,cerón martínez 1621,anthurium,anthurium breviscapum,23,6,1987,174
375848,urn:catalog:mo:tropicos:375848,cerón martínez 1726,anthurium,anthurium breviscapum,23,6,1987,174
372730,urn:catalog:mo:tropicos:372730,cerón martínez 1699,anthurium,anthurium breviscapum,23,6,1987,174
375878,urn:catalog:mo:tropicos:375878,cerón martínez 1728,anthurium,anthurium breviscapum,23,6,1987,174
374269,urn:catalog:mo:tropicos:374269,miller 2279,anthurium,anthurium breviscapum,28,6,1986,179
379045,urn:catalog:mo:tropicos:379045,palacios cuenca 2713,anthurium,anthurium breviscapum,24,8,1988,237
383805,urn:catalog:mo:tropicos:383805,asplund 10301,anthurium,anthurium breviscapum,1,7,1940,183
2137134,urn:catalog:mo:tropicos:2137134,croat 50372,anthurium,anthurium breviscapum,10,3,1980,70
373513,urn:catalog:mo:tropicos:373513,miller 2373,anthurium,anthurium breviscapum,7,5,1986,127
380263,urn:catalog:mo:tropicos:380263,palacios cuenca 3103,anthurium,anthurium breviscapum,10,6,1988,162
379965,urn:catalog:mo:tropicos:379965,palacios cuenca 2978,anthurium,anthurium breviscapum,9,7,1988,191
380017,urn:catalog:mo:tropicos:380017,palacios cuenca 2985,anthurium,anthurium breviscapum,9,7,1988,191
377765,urn:catalog:mo:tropicos:377765,neill 8715,anthurium,anthurium breviscapum,1,7,1989,182
368905,urn:catalog:mo:tropicos:368905,croat 73343,anthurium,anthurium breviscapum,4,1,1992,4
359838,urn:catalog:mo:tropicos:359838,croat 73360,anthurium,anthurium breviscapum,4,1,1992,4
3192947,urn:catalog:mo:tropicos:3192947,trogisch 264,anthurium,anthurium breviscapum,11,9,2006,254
s06-3342,s:vascularplants:s06-3342,10301,anthurium,anthurium breviscapum,7,1,1940,7
s06-3341,s:vascularplants:s06-3341,10301,anthurium,anthurium breviscapum,7,1,1940,7
cm481627,e7026b9b-0258-4717-a0b7-fb4682466005,2694,anthurium,anthurium campii,1,8,1988,214
377636,urn:catalog:mo:tropicos:377636,cerón martínez 593,anthurium,anthurium ceronii,17,1,1987,17
377363,urn:catalog:mo:tropicos:377363,cerón martínez 8367,anthurium,anthurium ceronii,20,1,1990,20
374203,urn:catalog:mo:tropicos:374203,cerón martínez 8727,anthurium,anthurium ceronii,16,2,1990,47
374807,urn:catalog:mo:tropicos:374807,cerón martínez 1336,anthurium,anthurium ceronii,24,4,1987,114
380909,urn:catalog:mo:tropicos:380909,palacios cuenca 4309,anthurium,anthurium ceronii,17,5,1989,137
375010,urn:catalog:mo:tropicos:375010,cerón martínez 1398,anthurium,anthurium ceronii,21,5,1987,141
381139,urn:catalog:mo:tropicos:381139,palacios cuenca 7338,anthurium,anthurium ceronii,25,5,1991,145
373895,urn:catalog:mo:tropicos:373895,miller 2184,anthurium,anthurium ceronii,23,6,1986,174
350877,urn:catalog:mo:tropicos:350877,croat 50124,anthurium,anthurium ceronii,8,8,1980,221
376725,urn:catalog:mo:tropicos:376725,cerón martínez 1998,anthurium,anthurium ceronii,9,4,1987,99
380849,urn:catalog:mo:tropicos:380849,palacios cuenca 3282,anthurium,anthurium ceronii,12,6,1988,164
3192956,urn:catalog:mo:tropicos:3192956,trogisch 256,anthurium,anthurium ceronii,11,9,2006,254
2886186,urn:catalog:mo:tropicos:2886186,miranda-moyano 474,anthurium,anthurium chacoense,25,2,2005,56
374049,urn:catalog:mo:tropicos:374049,cerón martínez 758,anthurium,anthurium clavigerum,17,1,1987,17
382293,urn:catalog:mo:tropicos:382293,neill 6460,anthurium,anthurium clavigerum,25,5,1985,145
375801,urn:catalog:mo:tropicos:375801,cerón martínez 1712,anthurium,anthurium clavigerum,23,6,1987,174
1132830,d8f4890a-ec92-4872-a0e1-2ba87537b113,4317,anthurium,anthurium clavigerum,1,8,1990,213
375331,urn:catalog:mo:tropicos:375331,cerón martínez 4607,anthurium,anthurium colonense,24,8,1988,237
1066128,urn:catalog:mo:tropicos:1066128,clark 1165,anthurium,anthurium croatii,6,12,1995,340
380464,urn:catalog:mo:tropicos:380464,cerón martínez 3667,anthurium,anthurium effusilobum,17,2,1988,48
3776364,c5d2a5fc-6127-4926-b0f6-8218acd15a6d,2444,anthurium,anthurium effusilobum,22,2,1988,53
382860,urn:catalog:mo:tropicos:382860,palacios cuenca 2444,anthurium,anthurium effusilobum,22,2,1988,53
382852,urn:catalog:mo:tropicos:382852,palacios cuenca 2456,anthurium,anthurium effusilobum,22,2,1988,53
374009,urn:catalog:mo:tropicos:374009,cerón martínez 1092,anthurium,anthurium effusilobum,19,3,1987,78
380436,urn:catalog:mo:tropicos:380436,palacios cuenca 7079,anthurium,anthurium effusilobum,14,4,1991,104
380444,urn:catalog:mo:tropicos:380444,palacios cuenca 7080,anthurium,anthurium effusilobum,14,4,1991,104
374815,urn:catalog:mo:tropicos:374815,cerón martínez 1337,anthurium,anthurium effusilobum,24,4,1987,114
381055,urn:catalog:mo:tropicos:381055,palacios cuenca 7321,anthurium,anthurium effusilobum,25,5,1991,145
3309010,http://n2t.net/ark:/65665/3830bc2fd-d819-4db3-889b-9bd641a540e7,7321,anthurium,anthurium effusilobum,25,5,1991,145
377119,urn:catalog:mo:tropicos:377119,neill 7703,anthurium,anthurium effusilobum,13,6,1987,164
350440,urn:catalog:mo:tropicos:350440,cerón martínez 1646,anthurium,anthurium effusilobum,23,6,1987,174
374121,urn:catalog:mo:tropicos:374121,miller 2230,anthurium,anthurium effusilobum,24,6,1986,175
1982103,urn:catalog:mo:tropicos:1982103,miller 2230,anthurium,anthurium effusilobum,24,6,1986,175
377677,urn:catalog:mo:tropicos:377677,neill 7235,anthurium,anthurium effusilobum,23,8,1986,235
375370,urn:catalog:mo:tropicos:375370,cerón martínez 4621,anthurium,anthurium effusilobum,24,8,1988,237
373994,urn:catalog:mo:tropicos:373994,cerón martínez 2598,anthurium,anthurium effusilobum,11,8,1987,223
379467,urn:catalog:mo:tropicos:379467,palacios cuenca 2843,anthurium,anthurium effusilobum,9,2,1988,40
379849,urn:catalog:mo:tropicos:379849,palacios cuenca 2944,anthurium,anthurium effusilobum,9,7,1988,191
379803,urn:catalog:mo:tropicos:379803,palacios cuenca 4904,anthurium,anthurium effusilobum,5,6,1990,156
386724,urn:catalog:mo:tropicos:386724,croat 73387,anthurium,anthurium effusilobum,4,1,1992,4
3471153,http://n2t.net/ark:/65665/317b12e21-a054-40d5-b7cf-c7f56d7477e1,73387,anthurium,anthurium effusilobum,4,1,1992,4
988776,urn:catalog:mo:tropicos:988776,schwerdtfeger 31052,anthurium,anthurium effusilobum,3,10,1995,276
cm482007,becff0a3-a4c3-41ea-8f3d-5e3bbff6a73f,2444,anthurium,anthurium effusilobum,1,2,1988,32
951483,9d2d6665-3fd4-4d43-acae-5774206eb880,13173,anthurium,anthurium eminens,21,2,1991,52
,f5e6541f-eaeb-4e85-acbe-0159bea43e03,29765,anthurium,anthurium eminens,13,8,1993,225
374786,urn:catalog:mo:tropicos:374786,cerón martínez 1332,anthurium,anthurium eminens,24,4,1987,114
365150,urn:catalog:mo:tropicos:365150,gentry 21903,anthurium,anthurium eminens,15,5,1978,135
377155,urn:catalog:mo:tropicos:377155,neill 7721,anthurium,anthurium eminens,29,6,1987,180
385105,urn:catalog:mo:tropicos:385105,brandbyge 32673,anthurium,anthurium eminens,8,8,1980,221
3015592,urn:catalog:mo:tropicos:3015592,reyes 912,anthurium,anthurium eminens,4,6,2005,155
387766,urn:catalog:mo:tropicos:387766,holm-nielsen 21543,anthurium,anthurium ernestii,20,2,1980,51
2895920,urn:catalog:mo:tropicos:2895920,carrillo 636,anthurium,anthurium ernestii,22,2,2005,53
2890977,urn:catalog:mo:tropicos:2890977,miranda-moyano 507,anthurium,anthurium ernestii,25,2,2005,56
380397,urn:catalog:mo:tropicos:380397,palacios cuenca 7067,anthurium,anthurium ernestii,14,4,1991,104
372670,urn:catalog:mo:tropicos:372670,cerón martínez 1330,anthurium,anthurium ernestii,24,4,1987,114
389683,urn:catalog:mo:tropicos:389683,gentry 21963,anthurium,anthurium ernestii,15,5,1978,135
375963,urn:catalog:mo:tropicos:375963,cerón martínez 1742,anthurium,anthurium ernestii,23,6,1987,174
375737,urn:catalog:mo:tropicos:375737,cerón martínez 1694,anthurium,anthurium ernestii,23,6,1987,174
373964,urn:catalog:mo:tropicos:373964,miller 2198,anthurium,anthurium ernestii,24,6,1986,175
373988,urn:catalog:mo:tropicos:373988,miller 2200,anthurium,anthurium ernestii,24,6,1986,175
382933,urn:catalog:mo:tropicos:382933,brandbyge 32652,anthurium,anthurium ernestii,8,8,1980,221
350884,urn:catalog:mo:tropicos:350884,croat 50125,anthurium,anthurium ernestii,8,8,1980,221
382941,urn:catalog:mo:tropicos:382941,brandbyge 32653,anthurium,anthurium ernestii,8,8,1980,221
378590,urn:catalog:mo:tropicos:378590,lawesson 43314,anthurium,anthurium ernestii,4,8,1983,216
378018,urn:catalog:mo:tropicos:378018,cerón martínez 2578,anthurium,anthurium ernestii,11,8,1987,223
374172,urn:catalog:mo:tropicos:374172,cerón martínez 2671,anthurium,anthurium ernestii,11,12,1987,345
379663,urn:catalog:mo:tropicos:379663,palacios cuenca 2878,anthurium,anthurium ernestii,9,2,1988,40
359889,urn:catalog:mo:tropicos:359889,croat 73390,anthurium,anthurium ernestii,4,2,1992,35
2625944,urn:catalog:mo:tropicos:2625944,balslev 6252,anthurium,anthurium ernestii,8,10,1995,281
2784823,urn:catalog:mo:tropicos:2784823,croat 90281,anthurium,anthurium ernestii,3,7,2004,185
3192924,urn:catalog:mo:tropicos:3192924,trogisch 272,anthurium,anthurium ernestii,11,9,2006,254
100863984,urn:catalog:mo:tropicos:100863984,croat 105514,anthurium,anthurium ernestii,1,10,2015,274
373946,urn:catalog:mo:tropicos:373946,cerón martínez 5610,anthurium,anthurium gracile,17,11,1988,322
2664861,urn:catalog:mo:tropicos:2664861,lægaard 55820,anthurium,anthurium gracile,14,12,1985,348
377162,urn:catalog:mo:tropicos:377162,cerón martínez 3691,anthurium,anthurium gracile,17,2,1988,48
374612,urn:catalog:mo:tropicos:374612,cerón martínez 953,anthurium,anthurium gracile,19,3,1987,78
382316,urn:catalog:mo:tropicos:382316,neill 6479,anthurium,anthurium gracile,25,5,1985,145
2761606,urn:catalog:mo:tropicos:2761606,landrum 10636,anthurium,anthurium gracile,14,6,2003,165
377549,urn:catalog:mo:tropicos:377549,neill 7543,anthurium,anthurium gracile,12,10,1986,285
376649,urn:catalog:mo:tropicos:376649,cerón martínez 1974,anthurium,anthurium gracile,9,4,1987,99
376917,urn:catalog:mo:tropicos:376917,cerón martínez 2077,anthurium,anthurium gracile,9,4,1987,99
378293,urn:catalog:mo:tropicos:378293,macdougal 4874,anthurium,anthurium gracile,2,7,1992,184
1330221,urn:catalog:mo:tropicos:1330221,neill 11235,anthurium,anthurium gracile,7,1,1998,7
1563886,urn:catalog:mo:tropicos:1563886,delinks 232,anthurium,anthurium grex porphyrochitonium schott,15,1,1999,15
374863,urn:catalog:mo:tropicos:374863,cerón martínez 993,anthurium,anthurium jatunsachense croat & delannay,19,3,1987,78
2137129,urn:catalog:mo:tropicos:2137129,croat 50367,anthurium,anthurium jatunsachense croat & delannay,10,3,1980,70
385781,urn:catalog:mo:tropicos:385781,holm-nielsen 21532,anthurium,anthurium kunthii,20,2,1980,51
373911,urn:catalog:mo:tropicos:373911,miller 2185,anthurium,anthurium kunthii,23,6,1986,174
3015547,urn:catalog:mo:tropicos:3015547,reyes 873,anthurium,anthurium kunthii,4,6,2005,155
3231384,urn:catalog:mo:tropicos:3231384,croat 90294,anthurium,anthurium lancea,3,7,2004,185
1563582,urn:catalog:mo:tropicos:1563582,delinks 176,anthurium,anthurium longispadiceum,13,1,1999,13
374338,urn:catalog:mo:tropicos:374338,cerón martínez 865,anthurium,anthurium longispadiceum,17,1,1987,17
380925,urn:catalog:mo:tropicos:380925,palacios cuenca 4326,anthurium,anthurium longispadiceum,17,5,1989,137
375174,urn:catalog:mo:tropicos:375174,cerón martínez 1475,anthurium,anthurium longispadiceum,21,5,1987,141
388178,urn:catalog:mo:tropicos:388178,gudiño jara 1668,anthurium,anthurium longispadiceum,23,5,1992,144
364586,urn:catalog:mo:tropicos:364586,cerón martínez 1626,anthurium,anthurium longispadiceum,23,6,1987,174
379243,urn:catalog:mo:tropicos:379243,palacios cuenca 2764,anthurium,anthurium longispadiceum,24,8,1988,237
364581,urn:catalog:mo:tropicos:364581,cerón martínez 2645,anthurium,anthurium longispadiceum,11,8,1987,223
374253,urn:catalog:mo:tropicos:374253,cerón martínez 7236,anthurium,anthurium longispadiceum,8,6,1989,159
361346,urn:catalog:mo:tropicos:361346,croat 50126,anthurium,anthurium loretense,8,8,1980,221
